"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03"
"Kenwood","Chicago","IL","Chicago","Cook",893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219000,199000,205750,225000,195000,230000,212000,225000,206500,199000,199000,189000,189000,178900,174450,178900,179900,160000,161950,179900,175000,195000,177450,167500,150000,150000,140000,150000,165000
"South Arroyo","Pasadena","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100000,1125000,1168500,1199000,1149000,1049000,949000,898500,897000,1049000,989000,999000,992000,995000,988000,1074000,1145000,1124499.5
"Berkeley","Denver","CO","Denver","Denver",895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469000,449000,449500,445000,441249.5,474900,499500,477450,450000,450000,495000,485000,467000,489694.5,499950,487000,484450,544500,579900,565000,565000,565000
"Oak Forest","Little Rock","AR","Little Rock","Pulaski",896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59700,56000,59250,56450,54900,54700,54500,51000,49900,49900,49900,49900,49900,55000,49900,49900,49900,45200,45000,49950,48750,48500,46250,47500,49250
"Jackson Park","Milwaukee","WI","Milwaukee","Milwaukee",897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,129900,119900,119900,125000,124950,129450,129900,129900,130000,130000,127900,130950,134000,129900,127900,129000,126900,123450,134400,131650,129900,125000,129900,116500,116500,115000,115000,128400
"Brighton Heights","Pittsburgh","PA","Pittsburgh","Allegheny",898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118200,119900,124900,124900,127500,129900,129200,120450,123500,105000,99899,99000,99000,109950
"Noble Square","Chicago","IL","Chicago","Cook",899,339000,339000,354500,350000,349800,349400,349900,350000,345000,349900,349450,349450,322450,304900,304900,329900,324900,329000,325000,327000,321450,315000,310000,324900,329900,344900,339900,325000,315000,324000,327000,329950,347000,339700,369000,349000,350000,375000,362500,350000,384900,385000,355000,349950,350000,380000,399450,404450,399000,385000,382000,389000,394450,389900,425000,441000,444450,449000,425000,449000,462450,449000,436950,449000,439000,425000,419900,399900,430000,449500,454949.5,449250,459000,432990,425000
"Pleasant Ridge","Cincinnati","OH","Cincinnati","Hamilton",900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143500,134900,129950,130000,136750,136000,134900,129950,130000,129000,119900,118950,114900,112500,109900,111950,119000,119000,125000,139500,142450,136900,132000,124900,129900,129900,130000,145950,139900,137500
"Walnut Valley","Little Rock","AR","Little Rock","Pulaski",901,,,,,,,,,,,,,,,,,,,,,,,,,,142450,144900,134900,124750,119500,131900,120000,120000,134500,131000,129000,129900,139900,139950,139900,144000,144900,134900,135450,135000,137000,139200,144200,144900,146700,143500,129700,129925,129900,129700,129500,124950,127000,122450,132000,139900,138900,133500,126747.5,125497.5,129950,122500,122000,139000,139900,139200,117375,133900,134500,135700
"Mount Scott","Portland","OR","Portland","Multnomah",902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259900,245000,239900,257000,257000,249000,250000,244945,249950,259000,269000,249450,250000,269000,299000,287000,289900,299000,319900,310000,304450,299900,319900,319900
"Old Farm District","Bend","OR","Bend","Deschutes",902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279947,264947,269000,264947,279938,287000,284900,279000,284500,279950,295000,287450,295000,289950,294900,299950,318900,299950,329000,316950,309975,317500,335000,337000,327990,339900,355000,355000,337900,339950
"East Springfield","Springfield","MA","Springfield","Hampden",904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99450,102900,117900,113950,118400,117000,115000,119900,119900,119900,119900,119000,116000,119900,113900,119900,119000,119000,110000,111250,116500,115700,114900,116500,119900
"Glenwood","Raleigh","NC","Raleigh","Wake",905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699900,749950,679000,674900,654900,625000,615000,650200,650100,637500,662450,699900,667450,709000,739000,755000,795500,795250,795250,795500,795000,744950,739900,799900,799700
"Deerwood","Jacksonville","FL","Jacksonville","Duval",906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178250,179900,198950,194900,192450,194900,199900,215000,212400,214450,204900,199999,206400,209450,209900,206400,199000,189900,199000,204400,217000,214900,212450,209900,209500,205000,180000,189450,189000
"Naples Park","Naples","FL","Naples","Collier",907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342789,339450,339000,324388.5,346000,352450,332450,335000,339000,339000,339000,339000,342400,339900,343894,369000,350000,349900,349950,349950,369900,369900,369500,389900,379000,379900,396950,399000,398250
"Forest Hills","Tampa","FL","Tampa","Hillsborough",908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132000,132000,129700,119500,124900,125000,130000,130000,129200,130000,129900,139000,129900,122400,129700,122900,121000,127500,135000,142040,133600,133600,145000,154900
"Port Gardner","Everett","WA","Seattle","Snohomish",909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205000,229495,234000,242450,249500,249990,262472.5,269000,260950,252500,250000,250000,249950,270000,269000
"Lauderdale Manors","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104949.5,103100,89999,97500,96000,101950,110000,109900,105000,106000,105000,99450,99900,95000,105500,115000,105000,99999,116900
"South-West Coconut Grove","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699950,7e+05,775000,750000,749000,875000,799950,795000,779000,759500,795000,797000,832000,832000,866120,825000,789000,797000,794000
"La Mesa","Albuquerque","NM","Albuquerque","Bernalillo",912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139450,139000,139900,141000,139900,137200,135699.5,136900,140950,133400,133400,129450,135000
"Family Acres","Lincoln","NE","Lincoln","Lancaster",913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000,234900,197450,191750,202450,194950,212000,209900,222000,239900,239900,234700,250500,259900,249250,249250,263950,264900,258000,247500,229450,229900,244000,239250,259900,276950,275000,257000,263500,269400,274900,279900,299000,313950,279900,269900
"Schorsch Village","Chicago","IL","Chicago","Cook",914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224900,227000,229900,243000,247000,249997,289000,275000,250000,264900,249900,277400,281450,281500,270000,275000,281950,269900,255000,269000,270000,259900,259900,250000,260999
"Craven","Jacksonville","FL","Jacksonville","Duval",915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176400,176400,182450,189900,195000,187450,194900,169900,181000,182950,181000,162500,169900,192450
"West Central","Spokane","WA","Spokane","Spokane",916,105950,99900,99500,99999,104900,106900,107150,108200,114800,109900,119000,109000,99925,94950,94975,89450,87450,98000,96900,92000,85900,89500,99000,99900,95900,98900,99400,99000,93450,99900,99950,1e+05,1e+05,109000,108900,105000,98900,96300,96900,99000,99900,99450,99900,99000,99900,99900,99900,99900,98900,102950,99500,99250,99000,99500,99000,114950,106950,113400,99950,113400,102990,98900,97900,95950,95000,109900,110000,119500,109900,105950,114975,115000,114975,124900,125000
"Sloan Lake","Denver","CO","Denver","Denver",917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595000,495000,525000,562400,520000,574999.5,585000,632500,622500,650000,625000,625000
"Vista East","Orlando","FL","Orlando","Orange",918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190000,181050,207500,204995,214950,182450,182450,199900,192124.5,204150,205700,215000,226000,229450,247375,252450,237000,232443.5,210000,216300,2e+05,214900
"Greenfield","Pittsburgh","PA","Pittsburgh","Allegheny",919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157900,144000,146950,144150,145000,133400,136200,139300,125000,129900,139950,154499.5,159000,159000,140000,149900,149950,145000,149500,149500,146000,152500,159000
"Wellswood","Tampa","FL","Tampa","Hillsborough",920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119700,123450,119900,139900,143750,131200,129000,132000,119900,124150,129950,117500,136625,129450,144900,150000,149670,139450,139900,144900,164950,164900,163950,170000,163000,152500,169900
"Riverpark","South Bend","IN","South Bend","Saint Joseph",921,67800,66400,69900,69900,64900,64900,62700,65000,62000,63900,64900,65000,69500,66666,64900,66500,69900,65000,69000,68750,64950,64900,64900,63000,65000,67500,63950,59700,59900,65000,59900,62500,60249.5,59999,66937.5,67925,67900,67900,67900,67950,70000,70000,69900,66400,69900,68400,65000,65000,59900,58800,60900,65700,67900,65000,69500,65000,68450,69900,69400,68950,69900,69700,69000,69250,64900,69000,68900,69900,66950,63900,69900,69900,65000,63350,67500
"Twin Rivers","East Windsor","NJ","Trenton","Mercer",922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169450,169900,169900,172200,174900,168900,164000,157000,164500,166950,162900,162900,159000,145000,127950,149500,174900,173000,173999.5,172450,184950,189000,189000,189000,175950,179129,184900,175000,188500,192499.5,199000,191450,191450,186900,175000,175000,174900,173800,165000,165000
"Crescent Hill","Louisville","KY","Louisville/Jefferson County","Jefferson",922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212000,199950,229000,235900,225000,219450,255000,258250,248000,279500,263500,276500,249995,278000,259500,234900,246700,239500,248900,248900,259900,259999,269900,269950,260000,269000,270000,275000,275000
"West Augusta","Augusta","GA","Augusta","Richmond",924,222400,202450,204900,222400,229900,217500,214900,217700,198400,196900,199900,196900,192500,184900,179900,185000,174950,177000,185900,178745,179000,175000,175000,175000,179900,177500,174900,168950,168900,168900,160750,164900,169900,168450,168450,169900,167550,164900,164900,169900,179410,183250,179900,179200,179500,179500,176368,174900,169900,168700,167900,167964,169000,169200,174900,179900,169900,169450,164900,179900,179900,179900,179900,184900,188900,201950,199900,199900,199900,219900,209900,219900,209400,215000,199000
"Northeast Neighbors","Salem","OR","Salem","Marion",925,,,,,,,,,,,,,,,,,,,,,,,,,,,120950,117900,119900,115900,115900,119450,124900,125000,139900,139900,139900,135250,129900,129900,142400,137900,134900,132500,145000,145000,144900,145000,142500,142500,144900,144750,144800,159950,159900,161900,154900,147900,144950,142000,140000,142450,147450,149900,149950,159900,152450,158000,160100,157250,159500,150000,150000,148450,159500
"Corbett-Terwilliger-Lair Hill","Portland","OR","Portland","Multnomah",926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389000,359900,359000,362000,425000,417500,427000,430000,429450,439000,439000,439450,449900
"Southwest Bend","Bend","OR","Bend","Deschutes",927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324400,3e+05,309500,299900,320000,313000,319900,314900,322445,339000,360000,344900,340000,329900,331950,344750,332450,340000,349950,349000,366200,354900,359900,369999.5,387000,375000,389000,389000,389000,384950,379900,382450,369900,364950,389000,389450
"West Harpeth","Franklin","TN","Nashville","Williamson",928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430205.5,399900,414950,414895,412445,469900,464900,469900,434900,425000,474900,462400,427933,459900,439900,450000,434900,459900,498500,499450,523900,439715,429000,479900,537400,510700,519900,469500,475000,449000,414583.5,416990,430990,450000
"East Ukrainian Village","Chicago","IL","Chicago","Cook",929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431500,439000,425000,450000,449000,449900,449000,449450,449000,449500,450000,469000,439750,425000,415000,434900,444900,459000,459900,499000,449450,439000,452500,469950,485000,459450,464450,454500,472450,477000,474900,469900,499000,499450,499947.5,524999.5,504947.5,534900,539900,539900
"Kings Grant","Wilmington","NC","Wilmington","New Hanover",930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158000,145000,137900,134450,144500,154650,150000,154000,167000,164900,161950,149900,149400,151200,157600,164900,152500,144950,152500
"Dietz","Tucson","AZ","Tucson","Pima",931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129450,125000,125000,124000,130900,143700,139900,139900,136950,139900,129900,130000,129950,133750
"Lakeview","New Orleans","LA","New Orleans","Orleans",932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442700,475000,464450,439750,420000,415000,431000,419950,449000,434450,497500,449000,412400,434900,482000,489000,497000,499000,512400,482200,494900,494900,459000,472000,475000
"Loretto","Jacksonville","FL","Jacksonville","Duval",933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119000,115000,109900,112450,131950,142400,145000,144900,132450,129900,114989.5,119400,118950,117500,117000,125000,119900,124950,124950,125000,129950,131900,138200,141995,150000,148500,131700,139900,139000
"Acredale","Virginia Beach","VA","Virginia Beach","Virginia Beach City",933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263000,274900,274900,257450,249900,250000,250000,250000,250000,252499.5,272750,277440,269900,268900
"Dunning","Chicago","IL","Chicago","Cook",935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224900,224900,214900,217500,189000,194000,187000,199900,189900,189950,199900,225000,210000,214900,194490,189900,189900,189900,207400
"Home Park","Atlanta","GA","Atlanta","Fulton",936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265000,269000,293750,320000,324500,323000,307450,282450,289950,310000,324000,324000
"Union Park","Des Moines","IA","Des Moines","Polk",937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84500,84500,80000,83000,80950,80000,77000,79000,84900,74200,74950,79900,79999,85000,88900,89900,90500,85000,84900,79450,79250,75000,75000,78900,75000,74900,75000,75000,84500,87400,86200,87500,84900,80500,84900,85000,89500,82400
"Collister","Boise","ID","Boise City","Ada",938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194900,192400,199900,222950,221000,217900,238784,235000,235000,206616.5,190000,190000,189950,199900,188700,179900,199000,207400,205000,199900,190000,197400,199450,199900,201950,207500,199947.5,215000,217900,239950,254900,249900
"Dilworth","Charlotte","NC","Charlotte","Mecklenburg",939,359525,349900,325000,325000,325000,299000,295000,285000,280000,269900,265000,259900,251700,250000,254500,265000,266250,285000,285000,275000,285000,272500,272500,272500,282500,273250,285000,282500,282500,297000,299750,294700,299700,286200,332500,3e+05,286000,304000,335000,325000,325000,336750,339900,350000,365445,326750,345100,325000,299950,299000,309900,319900,3e+05,312900,325000,369500,346500,349000,349000,329950,349000,349000,386450,389900,395000,4e+05,4e+05,349900,399950,414990,415000,420000,414990,409500,435000
"Franklin to the Fort","Missoula","MT","Missoula","Missoula",940,194900,194900,187500,186950,187500,187250,187750,188500,193950,193900,189900,189900,189900,186000,185000,184900,181500,184900,184900,184900,179900,179900,179000,178000,175900,179000,179000,179900,172950,177750,179500,173200,165000,167500,164500,170000,174950,179750,185000,185000,189000,189000,189500,189900,179700,179900,188250,187500,188500,179000,179900,184900,190000,182900,181900,179900,179950,179500,179700,184900,185000,189000,185000,189900,192700,205450,198900,196650,199000,199000,199900,199900,2e+05,202500,2e+05
"Ogden","Wilmington","NC","Wilmington","New Hanover",941,318900,299000,299000,289450,289000,292000,289000,295000,279449,274900,269900,259000,259000,259900,259950,259900,275000,275000,277450,270000,275000,270000,267450,264900,277450,279900,270000,259900,259900,259900,234950,239000,235000,234750,240000,240000,240000,240000,247500,264950,284900,284900,281500,279000,289000,279000,296950,289900,279900,269950,284900,276000,283000,276000,274000,304750,290000,278000,275290,295210,290000,299450,292377.5,299450,310900,321950,337450,339000,339000,349500,349900,350000,349950,350000,360000
"Morningside - Lenox Park","Atlanta","GA","Atlanta","Fulton",942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649370,649370,667000,699450,675000,695000,659000,689000,699700,650000,699000,715000,769950,775000,754900,822000,819000,827400,777000,749000,750000,749000,775000,739000,759000,739000,769900,745000,709250
"Canyon Creek","Richardson","TX","Dallas-Fort Worth","Dallas",943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323000,342900,376925,371950,354450,354950,350000,315000,327500,385000,414900,409000
"Strathmore","Syracuse","NY","Syracuse","Onondaga",944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900,89900,94900,93900,94950,104950,89000,85000,79949.5,77450,72900,74900,82400
"Riverbend","Columbus","OH","Columbus","Franklin",945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86600,92000,89900,97000,95000,107450,109900,99999,99999,99999,1e+05,112000,113000,105000
"Meadowbrook","Augusta","GA","Augusta","Richmond",946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65000,63000,65000,65000,58950,57700,60000,62950,59900,60000,62450,64900,60000,60000,64900,64700,62000,54500,55000,51500,49900,55500,61500
"Las Sendas","Mesa","AZ","Phoenix","Maricopa",947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409450,422500,407450,420000,420000,435000,402000,399500,410000,414500,404750,398500,389900,399000,408000,399000,429000,429950,429475,429000,421000,412450,416000,429950,435000,412500,410000,399500,399900,399500,412500,419900,399900,399000
"Taylor Berry","Louisville","KY","Louisville/Jefferson County","Jefferson",948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47250,49900,48000,49900,45500,48000,46500,48750,46750,44500,48000,47950,48975,49250,49875,49250,49950,50450,50400,49500,49500,49500,48950,53400,53400,49950,52150,53400,54150
"Homeacre-Lyndora","Butler Township","PA","Pittsburgh","Butler",949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,160950,155000,149900,139950,137450,134950,149900,132750,128250,129500,117450,114900,114950,119900,114900,124000,136200,133700,152000,137500,131450,129900,149500,148000,146500,142950,138950,129900,144900,144900,149900,144900,140000,139950,147400,125000,125000,130400,131200,124900
"Mandarin","Jacksonville","FL","Jacksonville","Duval",950,299900,289450,295450,289000,277000,274500,269000,274700,274250,257500,249950,259975,254500,249900,244900,259900,255000,265940,269420,269900,265440,264420,259940,260000,255470,253990,254990,258990,255995,254445,259900,259450,249990,244000,284990,280990,288495,289000,292120,289000,292000,291000,292990,294445,289990,294990,289990,292990,293550,296990,293490,289000,288970,289900,284995,284990,291000,305450,314000,339400,324900,327400,322450,325000,350000,349450,351000,345000,354950,360000,365000,399000,399900,399900,399999
