GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ABDOE001,ABDOE002,ABDOE003,ABDOE004,ABDOE005,ABDOE006,ABDOE007,ABDOE008,ABDOE009,ABDOE010,ABDOE011,ABDOE012,ABDOE013,ABDOE014,ABDOE015,ABDOE016,ABDOE017,ABDPE001,NAME_M,ABDOM001,ABDOM002,ABDOM003,ABDOM004,ABDOM005,ABDOM006,ABDOM007,ABDOM008,ABDOM009,ABDOM010,ABDOM011,ABDOM012,ABDOM013,ABDOM014,ABDOM015,ABDOM016,ABDOM017,ABDPM001,GEOID10
"G53007700004003","2010-2014",,,"Washington","53","Yakima County","077",,,"000400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4, Yakima County, Washington",692,26,38,24,30,43,15,58,0,16,101,70,109,30,43,74,15,59740,"Block Group 3, Census Tract 4, Yakima County, Washington",115,30,35,26,33,39,23,41,12,25,63,48,76,33,40,84,22,15851,"530770004003"
"G53007700004004","2010-2014",,,"Washington","53","Yakima County","077",,,"000400","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4, Yakima County, Washington",951,33,19,16,29,38,31,21,74,53,12,132,150,103,80,39,121,76094,"Block Group 4, Census Tract 4, Yakima County, Washington",127,37,29,24,34,62,32,25,53,66,19,99,105,68,58,37,89,15523,"530770004004"
"G53007700004005","2010-2014",,,"Washington","53","Yakima County","077",,,"000400","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 4, Yakima County, Washington",547,0,34,85,0,12,31,27,16,39,51,0,77,58,34,66,17,53661,"Block Group 5, Census Tract 4, Yakima County, Washington",97,12,37,68,12,20,36,30,28,36,42,12,50,70,55,59,27,47468,"530770004005"
"G53007700005001","2010-2014",,,"Washington","53","Yakima County","077",,,"000500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5, Yakima County, Washington",262,59,10,0,19,9,0,42,0,16,25,21,36,16,9,0,0,37024,"Block Group 1, Census Tract 5, Yakima County, Washington",101,95,17,12,31,15,12,68,12,14,38,35,37,25,15,12,12,22805,"530770005001"
"G53007700005002","2010-2014",,,"Washington","53","Yakima County","077",,,"000500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5, Yakima County, Washington",350,64,12,0,43,0,0,23,70,29,28,3,0,39,12,19,8,41398,"Block Group 2, Census Tract 5, Yakima County, Washington",112,76,19,12,68,12,12,34,50,35,35,13,12,57,19,31,12,4245,"530770005002"
"G53007700005003","2010-2014",,,"Washington","53","Yakima County","077",,,"000500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5, Yakima County, Washington",618,38,0,28,19,25,43,36,8,17,37,205,35,58,37,32,0,65882,"Block Group 3, Census Tract 5, Yakima County, Washington",110,39,12,34,30,39,46,40,17,30,35,102,40,41,41,41,12,9305,"530770005003"
"G53007700005004","2010-2014",,,"Washington","53","Yakima County","077",,,"000500","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5, Yakima County, Washington",789,38,60,77,0,122,28,0,22,44,102,67,113,64,17,22,13,50486,"Block Group 4, Census Tract 5, Yakima County, Washington",114,36,62,69,12,75,32,12,27,34,77,58,80,53,28,34,21,12865,"530770005004"
"G53007700006001","2010-2014",,,"Washington","53","Yakima County","077",,,"000600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6, Yakima County, Washington",350,51,21,16,71,78,32,0,27,17,18,14,5,0,0,0,0,25816,"Block Group 1, Census Tract 6, Yakima County, Washington",90,49,26,17,55,62,39,12,29,28,30,18,8,12,12,12,12,3960,"530770006001"
"G53007700006002","2010-2014",,,"Washington","53","Yakima County","077",,,"000600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6, Yakima County, Washington",807,73,149,88,172,67,6,0,23,50,64,85,0,30,0,0,0,22087,"Block Group 2, Census Tract 6, Yakima County, Washington",126,50,90,54,94,53,11,12,38,48,46,64,12,36,12,12,12,2877,"530770006002"
"G53007700006003","2010-2014",,,"Washington","53","Yakima County","077",,,"000600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6, Yakima County, Washington",882,116,106,46,102,87,36,10,134,50,16,101,61,17,0,0,0,28788,"Block Group 3, Census Tract 6, Yakima County, Washington",111,64,61,45,76,51,41,18,82,41,18,59,46,24,12,12,12,12200,"530770006003"
"G53007700007001","2010-2014",,,"Washington","53","Yakima County","077",,,"000700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7, Yakima County, Washington",684,104,154,82,51,48,46,10,43,36,82,0,28,0,0,0,0,20417,"Block Group 1, Census Tract 7, Yakima County, Washington",178,62,127,64,50,53,51,14,45,55,99,12,36,12,12,12,12,10182,"530770007001"
"G53007700007002","2010-2014",,,"Washington","53","Yakima County","077",,,"000700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7, Yakima County, Washington",390,27,0,57,27,18,27,42,19,14,67,11,81,0,0,0,0,39758,"Block Group 2, Census Tract 7, Yakima County, Washington",119,31,12,87,32,29,35,47,30,25,55,20,83,12,12,12,12,10525,"530770007002"
"G53007700007003","2010-2014",,,"Washington","53","Yakima County","077",,,"000700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7, Yakima County, Washington",840,30,78,41,31,108,50,30,43,121,116,31,65,77,19,0,0,45313,"Block Group 3, Census Tract 7, Yakima County, Washington",171,35,51,46,35,92,79,36,66,89,98,32,62,106,32,12,12,8980,"530770007003"
"G53007700007004","2010-2014",,,"Washington","53","Yakima County","077",,,"000700","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7, Yakima County, Washington",606,48,32,87,10,112,75,64,11,21,16,60,52,18,0,0,0,31522,"Block Group 4, Census Tract 7, Yakima County, Washington",127,73,35,76,17,100,87,58,19,34,28,55,57,28,12,12,12,6887,"530770007004"
"G53007700008001","2010-2014",,,"Washington","53","Yakima County","077",,,"000800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 8, Yakima County, Washington",671,12,0,0,59,50,21,49,22,34,80,51,118,54,55,0,66,63185,"Block Group 1, Census Tract 8, Yakima County, Washington",99,20,12,12,61,59,24,57,25,27,49,31,56,35,48,12,40,16520,"530770008001"
"G53007700008002","2010-2014",,,"Washington","53","Yakima County","077",,,"000800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 8, Yakima County, Washington",378,11,23,27,0,22,35,5,9,4,8,87,56,27,15,32,17,66406,"Block Group 2, Census Tract 8, Yakima County, Washington",70,17,24,25,12,24,31,8,16,8,12,72,36,25,17,28,19,5752,"530770008002"
"G53007700008003","2010-2014",,,"Washington","53","Yakima County","077",,,"000800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 8, Yakima County, Washington",282,0,0,0,28,0,32,0,7,20,11,73,43,40,28,0,0,68594,"Block Group 3, Census Tract 8, Yakima County, Washington",56,12,12,12,29,12,29,12,12,20,16,51,36,26,25,12,12,6883,"530770008003"
"G53007700008004","2010-2014",,,"Washington","53","Yakima County","077",,,"000800","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 8, Yakima County, Washington",475,42,0,59,11,0,35,28,0,21,16,85,97,19,21,24,17,68403,"Block Group 4, Census Tract 8, Yakima County, Washington",81,52,12,51,17,12,31,28,12,24,20,54,48,23,24,26,19,19568,"530770008004"
"G53007700009011","2010-2014",,,"Washington","53","Yakima County","077",,,"000901","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9.01, Yakima County, Washington",1009,16,105,10,27,64,93,16,87,14,141,84,177,60,20,49,46,57031,"Block Group 1, Census Tract 9.01, Yakima County, Washington",124,26,83,17,32,54,81,26,61,23,89,68,113,56,31,47,71,9471,"530770009011"
"G53007700009012","2010-2014",,,"Washington","53","Yakima County","077",,,"000901","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9.01, Yakima County, Washington",594,48,15,53,40,17,0,84,66,26,38,34,89,17,49,18,0,43333,"Block Group 2, Census Tract 9.01, Yakima County, Washington",125,73,24,53,32,27,12,62,70,28,44,38,61,26,43,30,12,9150,"530770009012"
"G53007700009013","2010-2014",,,"Washington","53","Yakima County","077",,,"000901","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9.01, Yakima County, Washington",284,0,13,0,18,42,0,11,28,13,14,35,69,21,20,0,0,63000,"Block Group 3, Census Tract 9.01, Yakima County, Washington",66,12,22,12,28,48,12,20,34,21,22,35,51,34,33,12,12,21596,"530770009013"
"G53007700009014","2010-2014",,,"Washington","53","Yakima County","077",,,"000901","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9.01, Yakima County, Washington",783,0,51,16,15,0,68,19,42,30,83,56,67,207,61,56,12,81307,"Block Group 4, Census Tract 9.01, Yakima County, Washington",115,12,46,24,24,12,60,31,39,35,64,51,50,89,60,61,22,34355,"530770009014"
"G53007700009015","2010-2014",,,"Washington","53","Yakima County","077",,,"000901","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9.01, Yakima County, Washington",431,0,0,25,16,30,56,37,43,11,18,134,21,35,0,5,0,49432,"Block Group 5, Census Tract 9.01, Yakima County, Washington",94,12,12,30,26,34,85,35,52,19,29,96,25,41,12,23,12,31891,"530770009015"
"G53007700009021","2010-2014",,,"Washington","53","Yakima County","077",,,"000902","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9.02, Yakima County, Washington",923,42,7,56,9,53,68,58,80,46,100,168,101,39,22,74,0,54837,"Block Group 1, Census Tract 9.02, Yakima County, Washington",125,34,11,36,15,44,40,46,61,56,63,81,62,44,34,51,12,6852,"530770009021"
"G53007700009022","2010-2014",,,"Washington","53","Yakima County","077",,,"000902","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9.02, Yakima County, Washington",642,43,0,45,62,98,6,27,147,21,0,94,40,0,37,22,0,42825,"Block Group 2, Census Tract 9.02, Yakima County, Washington",129,35,12,47,66,77,11,26,138,25,12,66,34,12,42,27,12,7940,"530770009022"
"G53007700010001","2010-2014",,,"Washington","53","Yakima County","077",,,"001000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 10, Yakima County, Washington",643,58,37,12,80,18,39,69,0,0,77,22,126,89,0,16,0,50425,"Block Group 1, Census Tract 10, Yakima County, Washington",154,92,38,18,60,29,48,100,12,12,53,34,71,54,12,27,12,31379,"530770010001"
"G53007700010002","2010-2014",,,"Washington","53","Yakima County","077",,,"001000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 10, Yakima County, Washington",443,41,0,50,0,0,0,19,13,60,19,49,60,50,26,56,0,62695,"Block Group 2, Census Tract 10, Yakima County, Washington",103,48,12,76,12,12,12,30,21,73,30,44,48,50,22,58,12,31501,"530770010002"
"G53007700010003","2010-2014",,,"Washington","53","Yakima County","077",,,"001000","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 10, Yakima County, Washington",765,36,156,76,64,43,210,36,10,64,9,22,39,0,0,0,0,30253,"Block Group 3, Census Tract 10, Yakima County, Washington",142,39,114,79,67,44,128,34,17,92,16,35,41,12,12,12,12,6670,"530770010003"
"G53007700010004","2010-2014",,,"Washington","53","Yakima County","077",,,"001000","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 10, Yakima County, Washington",613,44,0,0,0,49,10,36,53,31,16,197,142,0,0,23,12,66059,"Block Group 4, Census Tract 10, Yakima County, Washington",129,32,12,12,12,56,18,35,51,34,26,99,113,12,12,35,19,7449,"530770010004"
"G53007700011001","2010-2014",,,"Washington","53","Yakima County","077",,,"001100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 11, Yakima County, Washington",689,64,35,79,73,60,105,18,14,0,40,147,16,0,38,0,0,31269,"Block Group 1, Census Tract 11, Yakima County, Washington",151,52,43,68,83,74,63,28,23,12,36,109,21,12,54,12,12,9276,"530770011001"
"G53007700011002","2010-2014",,,"Washington","53","Yakima County","077",,,"001100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 11, Yakima County, Washington",1171,0,86,133,46,49,29,42,40,53,125,242,152,96,55,14,9,56875,"Block Group 2, Census Tract 11, Yakima County, Washington",156,12,91,105,44,47,34,41,39,66,78,110,60,58,47,23,16,9400,"530770011002"
"G53007700011003","2010-2014",,,"Washington","53","Yakima County","077",,,"001100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 11, Yakima County, Washington",394,0,25,37,14,20,69,36,13,0,13,56,84,0,12,0,15,39000,"Block Group 3, Census Tract 11, Yakima County, Washington",100,12,32,47,22,32,67,36,22,12,22,65,64,12,20,12,26,27482,"530770011003"
"G53007700011004","2010-2014",,,"Washington","53","Yakima County","077",,,"001100","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 11, Yakima County, Washington",377,24,0,0,13,54,45,0,12,0,29,42,28,69,42,0,19,67540,"Block Group 4, Census Tract 11, Yakima County, Washington",92,30,12,12,21,44,68,12,18,12,25,41,31,47,52,12,28,31652,"530770011004"
"G53007700012011","2010-2014",,,"Washington","53","Yakima County","077",,,"001201","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 12.01, Yakima County, Washington",600,149,46,20,0,32,44,21,38,4,73,32,116,25,0,0,0,37857,"Block Group 1, Census Tract 12.01, Yakima County, Washington",144,98,51,23,12,31,51,26,30,10,60,40,89,42,12,12,12,15902,"530770012011"
"G53007700012012","2010-2014",,,"Washington","53","Yakima County","077",,,"001201","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 12.01, Yakima County, Washington",313,7,26,85,0,0,57,45,21,0,0,48,18,6,0,0,0,33844,"Block Group 2, Census Tract 12.01, Yakima County, Washington",121,12,32,89,12,12,59,51,27,12,12,56,24,11,12,12,12,10274,"530770012012"
"G53007700012013","2010-2014",,,"Washington","53","Yakima County","077",,,"001201","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 12.01, Yakima County, Washington",333,10,0,0,38,30,102,47,7,34,19,43,0,3,0,0,0,34473,"Block Group 3, Census Tract 12.01, Yakima County, Washington",101,16,12,12,41,40,94,64,11,31,26,64,12,9,12,12,12,2803,"530770012013"
"G53007700012021","2010-2014",,,"Washington","53","Yakima County","077",,,"001202","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 12.02, Yakima County, Washington",401,61,15,10,17,36,11,30,0,39,77,40,49,0,16,0,0,48287,"Block Group 1, Census Tract 12.02, Yakima County, Washington",101,99,25,16,29,34,18,27,12,45,74,47,46,12,27,12,12,22923,"530770012021"
"G53007700012022","2010-2014",,,"Washington","53","Yakima County","077",,,"001202","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 12.02, Yakima County, Washington",547,20,55,0,96,122,0,30,0,8,0,114,28,21,0,0,53,28566,"Block Group 2, Census Tract 12.02, Yakima County, Washington",159,22,90,12,53,92,12,35,12,14,12,100,23,27,12,12,85,29563,"530770012022"
"G53007700012023","2010-2014",,,"Washington","53","Yakima County","077",,,"001202","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 12.02, Yakima County, Washington",693,29,72,74,71,115,44,81,0,38,11,112,34,12,0,0,0,29364,"Block Group 3, Census Tract 12.02, Yakima County, Washington",174,51,75,69,79,100,44,101,12,47,18,116,44,20,12,12,12,6317,"530770012023"
"G53007700012024","2010-2014",,,"Washington","53","Yakima County","077",,,"001202","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 12.02, Yakima County, Washington",337,58,18,0,125,12,11,42,0,43,28,0,0,0,0,0,0,23234,"Block Group 4, Census Tract 12.02, Yakima County, Washington",106,56,31,12,109,19,18,65,12,47,32,12,12,12,12,12,12,9375,"530770012024"
"G53007700013001","2010-2014",,,"Washington","53","Yakima County","077",,,"001300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 13, Yakima County, Washington",552,61,41,48,18,16,65,15,15,20,91,52,72,28,5,5,0,44063,"Block Group 1, Census Tract 13, Yakima County, Washington",83,41,62,54,14,17,44,14,18,20,54,49,51,28,7,9,12,17573,"530770013001"
"G53007700013002","2010-2014",,,"Washington","53","Yakima County","077",,,"001300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 13, Yakima County, Washington",340,12,53,24,53,0,64,8,12,41,26,5,30,12,0,0,0,33364,"Block Group 2, Census Tract 13, Yakima County, Washington",76,18,30,19,41,12,42,10,14,44,35,9,23,18,12,12,12,6209,"530770013002"
"G53007700014001","2010-2014",,,"Washington","53","Yakima County","077",,,"001400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 14, Yakima County, Washington",428,54,38,32,36,51,62,6,20,23,43,35,15,0,13,0,0,31071,"Block Group 1, Census Tract 14, Yakima County, Washington",75,39,32,22,28,45,47,10,17,23,36,40,20,12,21,12,12,5976,"530770014001"
"G53007700014002","2010-2014",,,"Washington","53","Yakima County","077",,,"001400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 14, Yakima County, Washington",720,43,123,20,69,44,64,69,61,21,63,29,101,13,0,0,0,34423,"Block Group 2, Census Tract 14, Yakima County, Washington",85,35,77,18,46,35,42,44,47,24,41,27,73,20,12,12,12,6531,"530770014002"
"G53007700015011","2010-2014",,,"Washington","53","Yakima County","077",,,"001501","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 15.01, Yakima County, Washington",634,92,90,95,39,43,33,34,35,38,41,60,34,0,0,0,0,25125,"Block Group 1, Census Tract 15.01, Yakima County, Washington",150,80,62,69,41,48,36,54,44,53,37,65,56,12,12,12,12,11163,"530770015011"
"G53007700015012","2010-2014",,,"Washington","53","Yakima County","077",,,"001501","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 15.01, Yakima County, Washington",267,0,29,0,111,0,9,20,78,0,0,11,9,0,0,0,0,24786,"Block Group 2, Census Tract 15.01, Yakima County, Washington",96,12,32,12,91,12,15,32,72,12,12,17,16,12,12,12,12,24820,"530770015012"
"G53007700015013","2010-2014",,,"Washington","53","Yakima County","077",,,"001501","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 15.01, Yakima County, Washington",184,23,22,11,19,40,20,9,0,40,0,0,0,0,0,0,0,27500,"Block Group 3, Census Tract 15.01, Yakima County, Washington",68,21,29,17,30,43,24,16,12,37,12,12,12,12,12,12,12,7472,"530770015013"
"G53007700015014","2010-2014",,,"Washington","53","Yakima County","077",,,"001501","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 15.01, Yakima County, Washington",498,104,75,180,23,38,8,14,22,0,24,10,0,0,0,0,0,17397,"Block Group 4, Census Tract 15.01, Yakima County, Washington",142,75,56,106,37,51,13,23,35,12,40,18,12,12,12,12,12,2527,"530770015014"
"G53007700015015","2010-2014",,,"Washington","53","Yakima County","077",,,"001501","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 15.01, Yakima County, Washington",445,47,36,65,53,60,13,7,0,0,0,75,89,0,0,0,0,27908,"Block Group 5, Census Tract 15.01, Yakima County, Washington",117,47,41,69,56,52,23,11,12,12,12,64,69,12,12,12,12,8280,"530770015015"
"G53007700015021","2010-2014",,,"Washington","53","Yakima County","077",,,"001502","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 15.02, Yakima County, Washington",516,59,24,76,56,36,0,96,49,10,13,53,44,0,0,0,0,35438,"Block Group 1, Census Tract 15.02, Yakima County, Washington",87,52,25,42,40,31,12,66,36,11,21,41,33,12,12,12,12,15322,"530770015021"
"G53007700015022","2010-2014",,,"Washington","53","Yakima County","077",,,"001502","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 15.02, Yakima County, Washington",322,41,18,36,39,65,25,4,33,33,12,6,10,0,0,0,0,26250,"Block Group 2, Census Tract 15.02, Yakima County, Washington",84,28,22,40,53,54,27,6,43,29,16,9,17,12,12,12,12,5147,"530770015022"
"G53007700016011","2010-2014",,,"Washington","53","Yakima County","077",,,"001601","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 16.01, Yakima County, Washington",294,10,4,6,6,11,9,56,43,32,13,45,41,7,4,0,7,45556,"Block Group 1, Census Tract 16.01, Yakima County, Washington",71,13,9,9,9,13,11,35,43,27,21,31,26,9,7,12,12,8948,"530770016011"
"G53007700016012","2010-2014",,,"Washington","53","Yakima County","077",,,"001601","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 16.01, Yakima County, Washington",516,10,4,9,23,17,39,33,22,12,69,64,57,43,76,34,4,64265,"Block Group 2, Census Tract 16.01, Yakima County, Washington",68,16,8,12,19,25,30,21,28,15,47,31,31,30,45,22,7,14746,"530770016012"
"G53007700016021","2010-2014",,,"Washington","53","Yakima County","077",,,"001602","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 16.02, Yakima County, Washington",444,18,0,26,14,46,16,0,0,70,96,25,58,49,26,0,0,51702,"Block Group 1, Census Tract 16.02, Yakima County, Washington",136,29,12,30,23,71,27,12,12,108,71,21,37,53,32,12,12,7559,"530770016021"
"G53007700016022","2010-2014",,,"Washington","53","Yakima County","077",,,"001602","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 16.02, Yakima County, Washington",553,64,18,16,0,77,103,57,34,0,14,15,128,27,0,0,0,34688,"Block Group 2, Census Tract 16.02, Yakima County, Washington",114,57,28,26,12,92,78,55,38,12,25,25,90,32,12,12,12,10333,"530770016022"
"G53007700016023","2010-2014",,,"Washington","53","Yakima County","077",,,"001602","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 16.02, Yakima County, Washington",253,0,66,38,0,16,12,0,14,0,41,66,0,0,0,0,0,33854,"Block Group 3, Census Tract 16.02, Yakima County, Washington",72,12,45,42,12,25,23,12,25,12,46,49,12,12,12,12,12,27212,"530770016023"
"G53007700016024","2010-2014",,,"Washington","53","Yakima County","077",,,"001602","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 16.02, Yakima County, Washington",583,0,16,0,46,0,47,17,26,30,61,36,155,68,12,21,48,81645,"Block Group 4, Census Tract 16.02, Yakima County, Washington",82,12,25,12,41,12,44,27,36,37,48,36,62,67,22,27,43,18660,"530770016024"
"G53007700016025","2010-2014",,,"Washington","53","Yakima County","077",,,"001602","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 16.02, Yakima County, Washington",882,37,0,18,81,17,17,0,74,0,57,90,231,92,41,45,82,80411,"Block Group 5, Census Tract 16.02, Yakima County, Washington",147,37,12,29,69,26,28,12,71,12,48,58,125,57,37,39,65,7688,"530770016025"
"G53007700017011","2010-2014",,,"Washington","53","Yakima County","077",,,"001701","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 17.01, Yakima County, Washington",427,25,37,9,56,0,19,56,14,13,48,38,13,43,56,0,0,44554,"Block Group 1, Census Tract 17.01, Yakima County, Washington",76,24,26,14,38,12,21,46,22,17,49,31,16,38,45,12,12,12780,"530770017011"
"G53007700017012","2010-2014",,,"Washington","53","Yakima County","077",,,"001701","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 17.01, Yakima County, Washington",549,0,32,0,77,19,11,41,7,27,44,129,88,49,19,6,0,65250,"Block Group 2, Census Tract 17.01, Yakima County, Washington",92,12,38,12,59,24,18,42,12,40,34,63,48,43,29,10,12,13575,"530770017012"
"G53007700017021","2010-2014",,,"Washington","53","Yakima County","077",,,"001702","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 17.02, Yakima County, Washington",594,15,30,8,65,6,16,32,0,62,98,40,102,70,50,0,0,57917,"Block Group 1, Census Tract 17.02, Yakima County, Washington",123,25,29,12,46,11,20,24,12,57,64,25,58,40,36,12,12,7248,"530770017021"
"G53007700017022","2010-2014",,,"Washington","53","Yakima County","077",,,"001702","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 17.02, Yakima County, Washington",641,0,9,25,50,19,40,22,33,55,53,86,98,95,15,0,41,67639,"Block Group 2, Census Tract 17.02, Yakima County, Washington",122,12,15,33,55,22,32,25,38,58,43,45,82,51,23,12,55,20398,"530770017022"
"G53007700017023","2010-2014",,,"Washington","53","Yakima County","077",,,"001702","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 17.02, Yakima County, Washington",566,53,30,16,0,5,40,19,48,90,77,53,38,50,36,11,0,48902,"Block Group 3, Census Tract 17.02, Yakima County, Washington",86,42,29,15,12,10,31,20,35,58,44,33,31,29,34,13,12,7089,"530770017023"
"G53007700018001","2010-2014",,,"Washington","53","Yakima County","077",,,"001800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 18, Yakima County, Washington",535,20,0,31,51,17,33,33,51,64,16,0,172,47,0,0,0,46831,"Block Group 1, Census Tract 18, Yakima County, Washington",100,34,12,37,43,29,40,34,63,77,26,12,100,41,12,12,12,16788,"530770018001"
"G53007700018002","2010-2014",,,"Washington","53","Yakima County","077",,,"001800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 18, Yakima County, Washington",479,0,38,26,60,0,0,0,19,41,79,151,43,0,9,0,13,56838,"Block Group 2, Census Tract 18, Yakima County, Washington",143,12,45,29,68,12,12,12,30,45,64,105,43,12,16,12,22,6521,"530770018002"
"G53007700018003","2010-2014",,,"Washington","53","Yakima County","077",,,"001800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 18, Yakima County, Washington",297,29,16,0,15,0,8,14,0,0,105,29,50,14,0,0,17,56354,"Block Group 3, Census Tract 18, Yakima County, Washington",113,35,25,12,25,12,13,24,12,12,85,38,73,26,12,12,27,3221,"530770018003"
"G53007700018004","2010-2014",,,"Washington","53","Yakima County","077",,,"001800","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 18, Yakima County, Washington",541,0,0,75,0,18,27,54,28,26,7,83,42,64,90,12,15,61707,"Block Group 4, Census Tract 18, Yakima County, Washington",111,12,12,94,12,31,33,50,30,40,19,61,40,57,109,19,24,28794,"530770018004"
"G53007700018005","2010-2014",,,"Washington","53","Yakima County","077",,,"001800","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 18, Yakima County, Washington",358,0,0,57,21,54,18,14,0,22,106,0,9,48,0,9,0,49205,"Block Group 5, Census Tract 18, Yakima County, Washington",112,12,12,68,33,78,30,22,12,25,83,12,18,47,12,14,12,29012,"530770018005"
