GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,CM1AA2000,CM1AA2000L,CM1AA2000U,CM1AA2010,CM1AB2000,CM1AB2000L,CM1AB2000U,CM1AB2010,CM1AC2000,CM1AC2000L,CM1AC2000U,CM1AC2010,CM1AD2000,CM1AD2000L,CM1AD2000U,CM1AD2010,CM1AE2000,CM1AE2000L,CM1AE2000U,CM1AE2010,CM1AF2000,CM1AF2000L,CM1AF2000U,CM1AF2010,CM1AG2000,CM1AG2000L,CM1AG2000U,CM1AG2010,GEOID10
"G53003500907002","2010","Washington","53","Kitsap County","035","090700","2",1286.00,1286,1286,1429,3.00,3,3,1,2.00,2,2,4,16.00,16,16,36,2.00,2,2,0,5.00,5,5,7,13.00,13,13,58,"530350907002"
"G53003500907003","2010","Washington","53","Kitsap County","035","090700","3",1730.00,1730,1730,1757,1.00,1,1,8,16.00,16,16,3,54.00,54,54,64,0.00,0,0,2,15.00,15,15,16,53.00,53,53,83,"530350907003"
"G53003500908001","2010","Washington","53","Kitsap County","035","090800","1",935.00,935,935,946,0.00,0,0,4,9.00,9,9,6,53.00,53,53,40,1.00,1,1,3,6.00,6,6,18,43.00,43,43,74,"530350908001"
"G53003500908002","2010","Washington","53","Kitsap County","035","090800","2",1260.00,1260,1260,1217,0.00,0,0,3,17.00,17,17,9,22.00,22,22,25,3.00,3,3,0,8.00,8,8,8,28.00,28,28,52,"530350908002"
"G53003500908003","2010","Washington","53","Kitsap County","035","090800","3",1593.41,1561,1651,1628,0.00,0,0,3,11.72,11,13,10,34.08,33,36,38,0.00,0,0,2,15.00,15,15,9,60.72,60,62,74,"530350908003"
"G53003500909001","2010","Washington","53","Kitsap County","035","090900","1",1262.00,1262,1262,1445,11.00,11,11,11,9.00,9,9,5,22.00,22,22,67,7.00,7,7,0,16.00,16,16,12,55.00,55,55,36,"530350909001"
"G53003500909002","2010","Washington","53","Kitsap County","035","090900","2",1193.00,1193,1193,1509,12.00,12,12,13,28.00,28,28,20,49.00,49,49,95,6.00,6,6,4,10.00,10,10,10,44.00,44,44,85,"530350909002"
"G53003500909003","2010","Washington","53","Kitsap County","035","090900","3",1279.00,1279,1279,1824,2.00,2,2,17,5.00,5,5,19,40.00,40,40,94,0.00,0,0,12,14.00,14,14,24,65.00,65,65,109,"530350909003"
"G53003500909004","2010","Washington","53","Kitsap County","035","090900","4",1196.00,1196,1196,1469,8.00,8,8,8,3.00,3,3,5,29.00,29,29,63,0.00,0,0,3,9.00,9,9,18,35.00,35,35,55,"530350909004"
"G53003500910001","2010","Washington","53","Kitsap County","035","091000","1",1745.41,125,1785,1731,4.00,0,4,9,3.00,0,3,9,29.97,2,30,32,0.00,0,0,2,6.99,1,7,8,50.43,0,52,66,"530350910001"
"G53003500910002","2010","Washington","53","Kitsap County","035","091000","2",1086.78,991,1891,1252,5.00,5,9,1,7.28,6,9,6,53.93,52,73,73,0.00,0,0,7,24.00,24,28,13,45.80,43,68,66,"530350910002"
"G53003500910003","2010","Washington","53","Kitsap County","035","091000","3",1500.00,1500,1500,1632,5.00,5,5,9,3.00,3,3,9,29.00,29,29,24,2.00,2,2,0,5.00,5,5,10,32.00,32,32,41,"530350910003"
"G53003500910004","2010","Washington","53","Kitsap County","035","091000","4",1222.40,1221,2071,1527,3.00,3,3,7,3.00,3,5,2,25.02,25,35,44,1.00,1,1,0,14.00,14,16,14,28.05,28,57,47,"530350910004"
"G53003500911001","2010","Washington","53","Kitsap County","035","091100","1",1037.00,1037,1037,1281,11.00,11,11,18,22.00,22,22,10,45.00,45,45,30,10.00,10,10,2,12.00,12,12,20,31.00,31,31,45,"530350911001"
"G53003500911002","2010","Washington","53","Kitsap County","035","091100","2",1305.00,1305,1305,1529,7.00,7,7,11,13.00,13,13,9,23.00,23,23,85,11.00,11,11,6,15.00,15,15,21,51.00,51,51,104,"530350911002"
"G53003500911003","2010","Washington","53","Kitsap County","035","091100","3",1502.00,1502,1502,1515,10.00,10,10,11,6.00,6,6,19,53.00,53,53,53,10.00,10,10,10,16.00,16,16,6,70.00,70,70,81,"530350911003"
"G53003500912011","2010","Washington","53","Kitsap County","035","091201","1",1241.81,1215,1243,1405,53.00,53,53,68,21.00,21,21,24,117.95,112,118,200,18.00,18,18,29,22.00,22,22,30,73.00,73,73,143,"530350912011"
"G53003500912012","2010","Washington","53","Kitsap County","035","091201","2",1615.96,1615,1616,1486,36.00,36,36,65,10.00,10,10,6,229.00,229,229,218,19.00,19,19,7,38.00,38,38,25,116.00,116,116,180,"530350912012"
"G53003500912031","2010","Washington","53","Kitsap County","035","091203","1",908.00,908,908,872,74.00,74,74,41,17.00,17,17,7,194.00,194,194,204,7.00,7,7,18,23.00,23,23,21,79.00,79,79,98,"530350912031"
"G53003500912032","2010","Washington","53","Kitsap County","035","091203","2",1636.00,1636,1636,1443,99.00,99,99,117,18.00,18,18,15,182.00,182,182,199,21.00,21,21,16,40.00,40,40,42,83.00,83,83,156,"530350912032"
"G53003500912033","2010","Washington","53","Kitsap County","035","091203","3",1847.00,1847,1847,1627,63.00,63,63,68,35.00,35,35,12,608.00,608,608,627,34.00,34,34,25,23.00,23,23,32,123.00,123,123,221,"530350912033"
"G53003500912034","2010","Washington","53","Kitsap County","035","091203","4",1165.00,1165,1165,993,111.00,111,111,77,13.00,13,13,24,95.00,95,95,77,30.00,30,30,14,37.00,37,37,33,100.00,100,100,103,"530350912034"
"G53003500912041","2010","Washington","53","Kitsap County","035","091204","1",1153.00,1153,1153,1101,54.00,54,54,65,8.00,8,8,16,106.00,106,106,98,7.00,7,7,9,21.00,21,21,24,93.00,93,93,52,"530350912041"
"G53003500912042","2010","Washington","53","Kitsap County","035","091204","2",1491.00,1491,1491,1417,30.00,30,30,39,7.00,7,7,19,146.00,146,146,157,26.00,26,26,26,13.00,13,13,16,69.00,69,69,96,"530350912042"
"G53003500913011","2010","Washington","53","Kitsap County","035","091301","1",849.00,849,849,919,2.00,2,2,6,1.00,1,1,7,7.00,7,7,13,1.00,1,1,0,4.00,4,4,2,12.00,12,12,26,"530350913011"
"G53003500913012","2010","Washington","53","Kitsap County","035","091301","2",1407.00,1407,1407,1820,6.00,6,6,27,15.00,15,15,22,29.00,29,29,43,18.00,18,18,12,17.00,17,17,19,69.00,69,69,99,"530350913012"
"G53003500913013","2010","Washington","53","Kitsap County","035","091301","3",1115.00,1115,1115,1185,12.00,12,12,17,26.00,26,26,14,21.00,21,21,33,7.00,7,7,14,21.00,21,21,5,66.00,66,66,44,"530350913013"
"G53003500913021","2010","Washington","53","Kitsap County","035","091302","1",886.84,850,887,940,3.00,3,3,3,3.00,3,3,7,30.00,29,30,52,0.00,0,0,1,4.00,3,4,1,31.00,31,31,42,"530350913021"
"G53003500913022","2010","Washington","53","Kitsap County","035","091302","2",1229.16,1213,1230,1182,22.00,22,22,42,12.00,12,12,20,184.00,184,184,173,14.00,14,14,11,18.00,18,18,10,61.00,61,61,77,"530350913022"
"G53003500913023","2010","Washington","53","Kitsap County","035","091302","3",732.16,732,769,806,9.00,9,9,11,11.00,11,11,9,12.00,12,13,24,1.00,1,1,7,7.00,7,8,5,24.00,24,24,34,"530350913023"
"G53003500913024","2010","Washington","53","Kitsap County","035","091302","4",673.00,673,673,951,3.00,3,3,5,5.00,5,5,6,25.00,25,25,63,2.00,2,2,1,12.00,12,12,14,25.00,25,25,34,"530350913024"
"G53003500913025","2010","Washington","53","Kitsap County","035","091302","5",881.00,881,881,943,12.00,12,12,23,7.00,7,7,8,43.00,43,43,41,5.00,5,5,4,0.00,0,0,13,45.00,45,45,46,"530350913025"
"G53003500914001","2010","Washington","53","Kitsap County","035","091400","1",1468.23,1468,1495,1325,26.00,26,26,53,12.00,12,12,5,163.05,163,169,152,7.00,7,7,24,25.00,25,25,15,80.00,80,80,65,"530350914001"
"G53003500914002","2010","Washington","53","Kitsap County","035","091400","2",1229.00,1229,1229,1226,30.00,30,30,19,24.00,24,24,32,41.00,41,41,70,6.00,6,6,15,4.00,4,4,7,42.00,42,42,85,"530350914002"
"G53003500915001","2010","Washington","53","Kitsap County","035","091500","1",1227.00,1227,1227,1130,54.00,54,54,42,10.00,10,10,34,178.00,178,178,143,20.00,20,20,23,9.00,9,9,12,82.00,82,82,115,"530350915001"
"G53003500915002","2010","Washington","53","Kitsap County","035","091500","2",824.00,824,824,818,31.00,31,31,40,7.00,7,7,8,56.00,56,56,83,25.00,25,25,36,11.00,11,11,27,36.00,36,36,83,"530350915002"
"G53003500915003","2010","Washington","53","Kitsap County","035","091500","3",1027.00,1027,1027,1034,32.00,32,32,44,5.00,5,5,14,105.00,105,105,136,7.00,7,7,28,19.00,19,19,27,74.00,74,74,91,"530350915003"
"G53003500916001","2010","Washington","53","Kitsap County","035","091600","1",1279.00,1279,1279,1210,64.00,64,64,38,16.00,16,16,17,166.00,166,166,139,19.00,19,19,31,17.00,17,17,17,85.00,85,85,97,"530350916001"
"G53003500916002","2010","Washington","53","Kitsap County","035","091600","2",1660.00,1660,1660,1484,109.00,109,109,95,26.00,26,26,27,258.00,258,258,254,47.00,47,47,46,26.00,26,26,35,160.00,160,160,166,"530350916002"
"G53003500916003","2010","Washington","53","Kitsap County","035","091600","3",1210.00,1210,1210,1316,92.00,92,92,114,12.00,12,12,16,168.00,168,168,186,13.00,13,13,38,27.00,27,27,21,113.00,113,113,154,"530350916003"
"G53003500916004","2010","Washington","53","Kitsap County","035","091600","4",932.00,932,932,605,65.00,65,65,50,25.00,25,25,10,113.00,113,113,87,16.00,16,16,16,34.00,34,34,40,83.00,83,83,47,"530350916004"
"G53003500917001","2010","Washington","53","Kitsap County","035","091700","1",991.00,991,991,905,39.00,39,39,35,12.00,12,12,14,31.00,31,31,58,12.00,12,12,12,7.00,7,7,19,57.00,57,57,79,"530350917001"
"G53003500917002","2010","Washington","53","Kitsap County","035","091700","2",1473.00,1473,1473,1698,53.00,53,53,57,8.00,8,8,14,150.00,150,150,352,21.00,21,21,35,19.00,19,19,40,97.00,97,97,177,"530350917002"
"G53003500917003","2010","Washington","53","Kitsap County","035","091700","3",1352.00,1352,1352,1387,70.00,70,70,54,20.00,20,20,21,146.00,146,146,205,12.00,12,12,36,9.00,9,9,44,86.00,86,86,145,"530350917003"
"G53003500917004","2010","Washington","53","Kitsap County","035","091700","4",1793.00,1793,1793,1831,91.00,91,91,95,28.00,28,28,21,243.00,243,243,264,107.00,107,107,62,16.00,16,16,46,139.00,139,139,238,"530350917004"
"G53003500918001","2010","Washington","53","Kitsap County","035","091800","1",1295.00,1295,1295,1365,67.00,67,67,50,31.00,31,31,27,59.00,59,59,101,18.00,18,18,11,18.00,18,18,32,69.00,69,69,89,"530350918001"
"G53003500918002","2010","Washington","53","Kitsap County","035","091800","2",1132.00,1132,1132,1040,33.00,33,33,40,15.00,15,15,20,51.00,51,51,60,5.00,5,5,15,6.00,6,6,10,54.00,54,54,84,"530350918002"
"G53003500919001","2010","Washington","53","Kitsap County","035","091900","1",951.00,951,951,1219,80.00,80,80,94,6.00,6,6,20,76.00,76,76,307,12.00,12,12,52,39.00,39,39,41,117.00,117,117,162,"530350919001"
"G53003500919002","2010","Washington","53","Kitsap County","035","091900","2",785.00,785,785,748,14.00,14,14,6,16.00,16,16,8,24.00,24,24,32,16.00,16,16,23,12.00,12,12,18,25.00,25,25,42,"530350919002"
"G53003500919003","2010","Washington","53","Kitsap County","035","091900","3",896.00,896,896,1025,26.00,26,26,44,2.00,2,2,0,98.00,98,98,193,4.00,4,4,17,14.00,14,14,17,54.00,54,54,92,"530350919003"
"G53003500920001","2010","Washington","53","Kitsap County","035","092000","1",1587.36,1562,1640,1946,7.00,7,7,15,23.08,23,27,20,29.00,29,29,36,4.00,4,4,3,38.00,38,38,9,77.00,77,77,97,"530350920001"
"G53003500920002","2010","Washington","53","Kitsap County","035","092000","2",1501.99,1450,1503,1644,9.00,9,9,8,31.92,28,32,13,26.00,26,26,31,6.00,6,6,5,6.00,6,6,24,58.00,58,58,63,"530350920002"
"G53003500920003","2010","Washington","53","Kitsap County","035","092000","3",1122.00,1122,1122,1616,3.00,3,3,10,16.00,16,16,22,19.00,19,19,36,1.00,1,1,5,12.00,12,12,14,35.00,35,35,66,"530350920003"
"G53003500921001","2010","Washington","53","Kitsap County","035","092100","1",1331.20,901,1540,1737,27.37,24,29,34,21.71,17,24,26,34.77,24,40,103,4.37,1,6,29,20.04,16,22,26,62.58,37,75,92,"530350921001"
"G53003500921002","2010","Washington","53","Kitsap County","035","092100","2",1436.80,1228,1867,1557,16.63,15,20,38,18.29,16,23,17,88.23,83,99,124,14.63,13,18,4,3.96,2,8,17,60.42,48,86,93,"530350921002"
"G53003500921003","2010","Washington","53","Kitsap County","035","092100","3",1553.00,1553,1553,2184,23.00,23,23,29,24.00,24,24,26,36.00,36,36,166,27.00,27,27,27,15.00,15,15,68,77.00,77,77,168,"530350921003"
"G53003500922001","2010","Washington","53","Kitsap County","035","092200","1",1576.00,1576,1576,1374,109.00,109,109,90,28.00,28,28,36,37.00,37,37,34,12.00,12,12,13,19.00,19,19,13,68.00,68,68,78,"530350922001"
"G53003500922002","2010","Washington","53","Kitsap County","035","092200","2",1167.00,1167,1167,1378,26.00,26,26,59,20.00,20,20,4,73.00,73,73,90,27.00,27,27,8,14.00,14,14,23,84.00,84,84,115,"530350922002"
"G53003500922003","2010","Washington","53","Kitsap County","035","092200","3",1203.00,1203,1203,1261,47.00,47,47,44,25.00,25,25,16,94.00,94,94,66,14.00,14,14,28,24.00,24,24,24,129.00,129,129,112,"530350922003"
"G53003500922004","2010","Washington","53","Kitsap County","035","092200","4",1333.00,1333,1333,1513,51.00,51,51,65,15.00,15,15,22,51.00,51,51,98,24.00,24,24,72,24.00,24,24,25,121.00,121,121,143,"530350922004"
"G53003500923001","2010","Washington","53","Kitsap County","035","092300","1",1682.00,1682,1682,1892,37.00,37,37,46,12.00,12,12,15,84.00,84,84,86,27.00,27,27,39,32.00,32,32,27,84.00,84,84,120,"530350923001"
"G53003500923002","2010","Washington","53","Kitsap County","035","092300","2",1095.00,1095,1095,1204,39.00,39,39,33,28.00,28,28,21,75.00,75,75,77,13.00,13,13,9,27.00,27,27,24,82.00,82,82,129,"530350923002"
"G53003500923003","2010","Washington","53","Kitsap County","035","092300","3",1693.00,1693,1693,1890,18.00,18,18,48,23.00,23,23,23,64.00,64,64,198,26.00,26,26,52,13.00,13,13,27,64.00,64,64,163,"530350923003"
"G53003500924001","2010","Washington","53","Kitsap County","035","092400","1",1596.00,1596,1596,1425,36.00,36,36,38,13.00,13,13,14,73.00,73,73,51,14.00,14,14,47,23.00,23,23,10,82.00,82,82,82,"530350924001"
"G53003500924002","2010","Washington","53","Kitsap County","035","092400","2",1308.00,1308,1308,1202,59.00,59,59,49,27.00,27,27,20,84.00,84,84,96,17.00,17,17,41,31.00,31,31,21,115.00,115,115,131,"530350924002"
"G53003500924003","2010","Washington","53","Kitsap County","035","092400","3",1340.00,1340,1340,1316,57.00,57,57,33,24.00,24,24,20,76.00,76,76,44,28.00,28,28,31,16.00,16,16,22,98.00,98,98,107,"530350924003"
"G53003500924004","2010","Washington","53","Kitsap County","035","092400","4",1090.00,1090,1090,1007,19.00,19,19,36,13.00,13,13,16,63.00,63,63,52,6.00,6,6,47,25.00,25,25,16,30.00,30,30,55,"530350924004"
"G53003500925001","2010","Washington","53","Kitsap County","035","092500","1",1298.00,1298,1298,1557,18.00,18,18,35,14.00,14,14,16,33.00,33,33,62,6.00,6,6,7,14.00,14,14,14,35.00,35,35,66,"530350925001"
"G53003500925002","2010","Washington","53","Kitsap County","035","092500","2",959.00,959,959,1415,48.00,48,48,58,18.00,18,18,47,14.00,14,14,58,3.00,3,3,4,12.00,12,12,11,54.00,54,54,88,"530350925002"
"G53003500925003","2010","Washington","53","Kitsap County","035","092500","3",930.00,930,930,764,32.00,32,32,12,12.00,12,12,15,16.00,16,16,17,5.00,5,5,5,12.00,12,12,4,50.00,50,50,48,"530350925003"
"G53003500925004","2010","Washington","53","Kitsap County","035","092500","4",1079.00,1079,1079,1162,16.00,16,16,13,11.00,11,11,21,21.00,21,21,36,22.00,22,22,9,12.00,12,12,5,59.00,59,59,60,"530350925004"
"G53003500926001","2010","Washington","53","Kitsap County","035","092600","1",0.00,0,0,1,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,"530350926001"
"G53003500926002","2010","Washington","53","Kitsap County","035","092600","2",1220.00,1220,1220,1487,11.00,11,11,8,16.00,16,16,14,13.00,13,13,33,3.00,3,3,9,18.00,18,18,16,55.00,55,55,67,"530350926002"
"G53003500926003","2010","Washington","53","Kitsap County","035","092600","3",1046.00,1046,1046,1020,16.00,16,16,26,15.00,15,15,24,32.00,32,32,35,22.00,22,22,2,11.00,11,11,15,60.00,60,60,70,"530350926003"
"G53003500926004","2010","Washington","53","Kitsap County","035","092600","4",1280.00,1280,1280,1287,21.00,21,21,32,20.00,20,20,14,55.00,55,55,52,16.00,16,16,14,23.00,23,23,15,89.00,89,89,105,"530350926004"
"G53003500926005","2010","Washington","53","Kitsap County","035","092600","5",1349.00,1349,1349,1516,23.00,23,23,26,14.00,14,14,6,35.00,35,35,41,6.00,6,6,17,18.00,18,18,18,55.00,55,55,65,"530350926005"
"G53003500927011","2010","Washington","53","Kitsap County","035","092701","1",1322.00,1322,1322,1478,18.00,18,18,13,22.00,22,22,7,33.00,33,33,67,7.00,7,7,14,2.00,2,2,23,50.00,50,50,84,"530350927011"
"G53003500927012","2010","Washington","53","Kitsap County","035","092701","2",1504.00,1504,1504,1467,6.00,6,6,11,8.00,8,8,16,27.00,27,27,31,18.00,18,18,4,9.00,9,9,10,43.00,43,43,76,"530350927012"
"G53003500927013","2010","Washington","53","Kitsap County","035","092701","3",1132.00,1132,1132,1147,18.00,18,18,30,7.00,7,7,19,33.00,33,33,36,10.00,10,10,15,8.00,8,8,12,59.00,59,59,79,"530350927013"
"G53003500927041","2010","Washington","53","Kitsap County","035","092704","1",1622.09,1576,1747,1658,12.00,12,12,11,31.00,31,31,14,20.62,19,25,35,10.00,10,10,3,8.00,8,8,16,52.35,51,56,71,"530350927041"
"G53003500927042","2010","Washington","53","Kitsap County","035","092704","2",1098.91,974,1145,1294,6.00,6,6,7,6.00,6,6,16,25.38,21,27,22,7.00,7,7,1,8.00,8,8,11,36.65,33,38,56,"530350927042"
"G53003500928011","2010","Washington","53","Kitsap County","035","092801","1",1283.00,1283,1283,1238,24.00,24,24,29,11.00,11,11,23,36.00,36,36,40,15.00,15,15,14,13.00,13,13,20,66.00,66,66,71,"530350928011"
"G53003500928012","2010","Washington","53","Kitsap County","035","092801","2",1044.00,1044,1044,1090,15.00,15,15,51,14.00,14,14,7,74.00,74,74,91,8.00,8,8,23,17.00,17,17,14,84.00,84,84,93,"530350928012"
"G53003500928013","2010","Washington","53","Kitsap County","035","092801","3",1265.00,1265,1265,1364,6.00,6,6,13,11.00,11,11,14,39.00,39,39,41,2.00,2,2,5,19.00,19,19,9,43.00,43,43,61,"530350928013"
"G53003500928021","2010","Washington","53","Kitsap County","035","092802","1",1248.00,1248,1248,1258,7.00,7,7,23,27.00,27,27,22,52.00,52,52,47,25.00,25,25,30,18.00,18,18,27,81.00,81,81,87,"530350928021"
"G53003500928022","2010","Washington","53","Kitsap County","035","092802","2",1065.00,1065,1065,1358,3.00,3,3,11,24.00,24,24,18,13.00,13,13,37,6.00,6,6,5,14.00,14,14,7,61.00,61,61,40,"530350928022"
"G53003500928023","2010","Washington","53","Kitsap County","035","092802","3",1092.00,1092,1092,1309,8.00,8,8,20,26.00,26,26,11,11.00,11,11,15,5.00,5,5,5,5.00,5,5,13,44.00,44,44,52,"530350928023"
"G53003500928031","2010","Washington","53","Kitsap County","035","092803","1",1271.00,1271,1271,1323,9.00,9,9,8,30.00,30,30,23,15.00,15,15,21,0.00,0,0,10,15.00,15,15,47,53.00,53,53,53,"530350928031"
"G53003500928032","2010","Washington","53","Kitsap County","035","092803","2",1126.59,665,1133,1187,8.93,4,9,11,16.96,14,17,13,9.91,3,10,25,1.00,1,1,11,3.00,3,3,11,46.76,29,47,45,"530350928032"
"G53003500929011","2010","Washington","53","Kitsap County","035","092901","1",974.00,974,974,1051,13.00,13,13,5,8.00,8,8,14,27.00,27,27,41,7.00,7,7,10,5.00,5,5,16,41.00,41,41,34,"530350929011"
"G53003500929012","2010","Washington","53","Kitsap County","035","092901","2",1118.00,1118,1118,1336,9.00,9,9,16,22.00,22,22,21,16.00,16,16,34,33.00,33,33,31,22.00,22,22,31,42.00,42,42,51,"530350929012"
"G53003500929013","2010","Washington","53","Kitsap County","035","092901","3",842.00,842,842,897,3.00,3,3,4,7.00,7,7,5,19.00,19,19,13,22.00,22,22,21,3.00,3,3,14,43.00,43,43,48,"530350929013"
"G53003500929014","2010","Washington","53","Kitsap County","035","092901","4",1375.00,1375,1375,1761,12.00,12,12,11,20.00,20,20,18,19.00,19,19,29,15.00,15,15,14,23.00,23,23,21,43.00,43,43,98,"530350929014"
"G53003500929021","2010","Washington","53","Kitsap County","035","092902","1",1572.00,1572,1572,1745,39.00,39,39,25,27.00,27,27,12,47.00,47,47,52,14.00,14,14,29,18.00,18,18,11,60.00,60,60,105,"530350929021"
"G53003500929022","2010","Washington","53","Kitsap County","035","092902","2",1086.00,1086,1086,1084,16.00,16,16,20,10.00,10,10,12,12.00,12,12,30,5.00,5,5,6,10.00,10,10,23,57.00,57,57,77,"530350929022"
"G53003500929023","2010","Washington","53","Kitsap County","035","092902","3",1766.00,1766,1766,1973,13.00,13,13,13,28.00,28,28,27,19.00,19,19,22,20.00,20,20,23,8.00,8,8,9,53.00,53,53,124,"530350929023"
"G53003509400001","2010","Washington","53","Kitsap County","035","940000","1",1534.00,1534,1534,1654,15.00,15,15,23,139.00,139,139,124,30.00,30,30,15,5.00,5,5,5,13.00,13,13,13,74.00,74,74,145,"530359400001"
"G53003509400002","2010","Washington","53","Kitsap County","035","940000","2",1121.00,1121,1121,1395,1.00,1,1,3,21.00,21,21,18,12.00,12,12,29,5.00,5,5,4,12.00,12,12,7,44.00,44,44,65,"530359400002"
"G53003509401001","2010","Washington","53","Kitsap County","035","940100","1",1040.00,1040,1040,1112,4.00,4,4,4,17.00,17,17,21,13.00,13,13,18,0.00,0,0,0,8.00,8,8,18,29.00,29,29,33,"530359401001"
"G53003509401002","2010","Washington","53","Kitsap County","035","940100","2",1062.00,1062,1062,1103,2.00,2,2,10,72.00,72,72,113,20.00,20,20,30,1.00,1,1,2,14.00,14,14,5,33.00,33,33,114,"530359401002"
"G53003509401003","2010","Washington","53","Kitsap County","035","940100","3",927.88,877,1077,1014,7.00,7,7,3,103.43,93,134,157,15.78,14,21,28,6.00,6,6,2,14.00,14,14,11,61.34,56,77,58,"530359401003"
"G53003509401004","2010","Washington","53","Kitsap County","035","940100","4",1472.12,1323,1523,1788,10.00,10,10,18,175.57,145,186,225,58.22,53,60,61,0.00,0,0,4,29.00,29,29,33,105.66,90,111,164,"530359401004"
"G53003509901000","2010","Washington","53","Kitsap County","035","990100","0",0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,"530359901000"
"G53003709751001","2010","Washington","53","Kittitas County","037","975100","1",1291.00,1222,1291,1830,1.00,1,1,1,8.00,8,8,13,15.00,15,15,18,3.00,3,3,1,6.00,6,6,43,18.00,14,18,36,"530379751001"
"G53003709751002","2010","Washington","53","Kittitas County","037","975100","2",1090.00,1090,1090,1370,0.00,0,0,7,19.00,19,19,30,1.00,1,1,13,2.00,2,2,0,18.00,18,18,18,20.00,20,20,51,"530379751002"
"G53003709751003","2010","Washington","53","Kittitas County","037","975100","3",1470.70,1460,1471,1572,13.00,13,13,12,20.00,20,20,15,0.00,0,0,13,4.00,4,4,0,0.00,0,0,2,22.00,22,22,41,"530379751003"
"G53003709751004","2010","Washington","53","Kittitas County","037","975100","4",1307.30,1307,1318,1160,9.00,9,9,5,11.00,11,11,11,10.00,10,10,11,0.00,0,0,1,13.00,13,13,22,25.00,25,25,43,"530379751004"
"G53003709752001","2010","Washington","53","Kittitas County","037","975200","1",1926.00,1926,1926,2282,1.00,1,1,6,20.00,20,20,36,8.00,8,8,17,2.00,2,2,0,29.00,29,29,72,8.00,8,8,40,"530379752001"
"G53003709752002","2010","Washington","53","Kittitas County","037","975200","2",1029.00,1029,1029,1209,0.00,0,0,3,7.00,7,7,7,2.00,2,2,22,2.00,2,2,0,25.00,25,25,25,14.00,14,14,34,"530379752002"
"G53003709752003","2010","Washington","53","Kittitas County","037","975200","3",1177.00,1177,1177,1423,4.00,4,4,2,10.00,10,10,10,12.00,12,12,11,1.00,1,1,3,35.00,35,35,5,20.00,20,20,31,"530379752003"
"G53003709753001","2010","Washington","53","Kittitas County","037","975300","1",1362.00,1362,1362,2205,10.00,10,10,5,9.00,9,9,14,4.00,4,4,20,1.00,1,1,5,9.00,9,9,28,20.00,20,20,53,"530379753001"
"G53003709753002","2010","Washington","53","Kittitas County","037","975300","2",1574.00,1574,1574,1905,0.00,0,0,11,15.00,15,15,16,5.00,5,5,5,1.00,1,1,0,11.00,11,11,29,17.00,17,17,63,"530379753002"
"G53003709754011","2010","Washington","53","Kittitas County","037","975401","1",1875.00,1875,1875,2794,34.00,34,34,80,19.00,19,19,26,67.00,67,67,131,7.00,7,7,10,69.00,69,69,141,87.00,87,87,149,"530379754011"
"G53003709754012","2010","Washington","53","Kittitas County","037","975401","2",1189.00,1189,1189,1436,4.00,4,4,14,14.00,14,14,16,11.00,11,11,39,1.00,1,1,2,8.00,8,8,12,22.00,22,22,39,"530379754012"
"G53003709754013","2010","Washington","53","Kittitas County","037","975401","3",1990.00,1990,1990,2056,46.00,46,46,71,22.00,22,22,19,269.00,269,269,153,4.00,4,4,2,113.00,113,113,170,78.00,78,78,141,"530379754013"
"G53003709754021","2010","Washington","53","Kittitas County","037","975402","1",1389.00,1389,1389,1503,4.00,4,4,3,6.00,6,6,15,12.00,12,12,37,2.00,2,2,6,29.00,29,29,199,16.00,16,16,34,"530379754021"
"G53003709754022","2010","Washington","53","Kittitas County","037","975402","2",832.00,832,832,767,3.00,3,3,6,0.00,0,0,9,20.00,20,20,8,0.00,0,0,0,25.00,25,25,48,16.00,16,16,27,"530379754022"
"G53003709754023","2010","Washington","53","Kittitas County","037","975402","3",952.00,952,952,858,5.00,5,5,2,12.00,12,12,15,14.00,14,14,16,1.00,1,1,0,20.00,20,20,23,20.00,20,20,16,"530379754023"
"G53003709754024","2010","Washington","53","Kittitas County","037","975402","4",566.00,566,566,486,2.00,2,2,7,3.00,3,3,4,25.00,25,25,14,1.00,1,1,0,15.00,15,15,16,7.00,7,7,13,"530379754024"
"G53003709754025","2010","Washington","53","Kittitas County","037","975402","5",697.00,697,697,668,7.00,7,7,5,2.00,2,2,8,10.00,10,10,11,2.00,2,2,0,18.00,18,18,16,9.00,9,9,15,"530379754025"
"G53003709755001","2010","Washington","53","Kittitas County","037","975500","1",1174.00,1174,1174,2345,17.00,17,17,30,14.00,14,14,22,35.00,35,35,80,1.00,1,1,11,39.00,39,39,141,30.00,30,30,86,"530379755001"
"G53003709755002","2010","Washington","53","Kittitas County","037","975500","2",1616.00,1616,1616,1652,27.00,27,27,33,15.00,15,15,18,89.00,89,89,93,5.00,5,5,1,51.00,51,51,88,70.00,70,70,87,"530379755002"
"G53003709755003","2010","Washington","53","Kittitas County","037","975500","3",974.00,974,974,931,14.00,14,14,11,8.00,8,8,21,14.00,14,14,27,0.00,0,0,1,28.00,28,28,33,20.00,20,20,42,"530379755003"
