GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,CL8AA2000,CL8AA2000L,CL8AA2000U,CL8AA2010,GEOID10
"G41000300108003","2010","Oregon","41","Benton County","003","010800","3",1589.00,1589,1589,1682,"410030108003"
"G41000300109001","2010","Oregon","41","Benton County","003","010900","1",1868.00,1868,1868,2097,"410030109001"
"G41000300109002","2010","Oregon","41","Benton County","003","010900","2",1269.00,1269,1269,2506,"410030109002"
"G41000500201001","2010","Oregon","41","Clackamas County","005","020100","1",2042.91,2042,2277,2084,"410050201001"
"G41000500201002","2010","Oregon","41","Clackamas County","005","020100","2",1039.00,1039,1039,1003,"410050201002"
"G41000500201003","2010","Oregon","41","Clackamas County","005","020100","3",797.00,797,797,783,"410050201003"
"G41000500202001","2010","Oregon","41","Clackamas County","005","020200","1",998.00,998,998,1091,"410050202001"
"G41000500202002","2010","Oregon","41","Clackamas County","005","020200","2",1418.00,1418,1418,1362,"410050202002"
"G41000500202003","2010","Oregon","41","Clackamas County","005","020200","3",791.00,791,791,848,"410050202003"
"G41000500202004","2010","Oregon","41","Clackamas County","005","020200","4",1841.00,1841,1841,1791,"410050202004"
"G41000500202005","2010","Oregon","41","Clackamas County","005","020200","5",950.00,950,950,1101,"410050202005"
"G41000500203021","2010","Oregon","41","Clackamas County","005","020302","1",985.00,985,985,922,"410050203021"
"G41000500203022","2010","Oregon","41","Clackamas County","005","020302","2",2591.42,2257,2593,2669,"410050203022"
"G41000500203031","2010","Oregon","41","Clackamas County","005","020303","1",1684.15,1126,1690,1826,"410050203031"
"G41000500203032","2010","Oregon","41","Clackamas County","005","020303","2",1110.03,892,1123,1100,"410050203032"
"G41000500203033","2010","Oregon","41","Clackamas County","005","020303","3",2349.00,2349,2349,2349,"410050203033"
"G41000500203041","2010","Oregon","41","Clackamas County","005","020304","1",2249.11,1767,2255,2139,"410050203041"
"G41000500203042","2010","Oregon","41","Clackamas County","005","020304","2",1455.82,548,1458,1352,"410050203042"
"G41000500203043","2010","Oregon","41","Clackamas County","005","020304","3",1988.00,1988,1988,1947,"410050203043"
"G41000500204011","2010","Oregon","41","Clackamas County","005","020401","1",1213.00,1213,1213,1244,"410050204011"
"G41000500204012","2010","Oregon","41","Clackamas County","005","020401","2",733.00,733,733,785,"410050204012"
"G41000500204013","2010","Oregon","41","Clackamas County","005","020401","3",1449.00,1449,1449,1369,"410050204013"
"G41000500204014","2010","Oregon","41","Clackamas County","005","020401","4",1774.00,1774,1774,1661,"410050204014"
"G41000500204031","2010","Oregon","41","Clackamas County","005","020403","1",2385.07,2347,2440,2495,"410050204031"
"G41000500204032","2010","Oregon","41","Clackamas County","005","020403","2",1119.93,1065,1158,1133,"410050204032"
"G41000500204041","2010","Oregon","41","Clackamas County","005","020404","1",2086.00,2086,2086,1979,"410050204041"
"G41000500204042","2010","Oregon","41","Clackamas County","005","020404","2",1754.00,1754,1754,1729,"410050204042"
"G41000500205011","2010","Oregon","41","Clackamas County","005","020501","1",928.00,928,928,878,"410050205011"
"G41000500205012","2010","Oregon","41","Clackamas County","005","020501","2",1999.00,1999,1999,3139,"410050205012"
"G41000500205013","2010","Oregon","41","Clackamas County","005","020501","3",1538.00,1538,1538,2904,"410050205013"
"G41000500205031","2010","Oregon","41","Clackamas County","005","020503","1",1259.00,1259,1259,1326,"410050205031"
"G41000500205032","2010","Oregon","41","Clackamas County","005","020503","2",1012.00,1012,1012,1013,"410050205032"
"G41000500205041","2010","Oregon","41","Clackamas County","005","020504","1",1056.00,1056,1056,1071,"410050205041"
"G41000500205042","2010","Oregon","41","Clackamas County","005","020504","2",2726.72,2484,3030,2649,"410050205042"
"G41000500205043","2010","Oregon","41","Clackamas County","005","020504","3",2735.29,2602,2976,2596,"410050205043"
"G41000500205051","2010","Oregon","41","Clackamas County","005","020505","1",1070.99,899,1073,1424,"410050205051"
"G41000500205052","2010","Oregon","41","Clackamas County","005","020505","2",1267.00,1267,1269,1237,"410050205052"
"G41000500206001","2010","Oregon","41","Clackamas County","005","020600","1",1691.00,1691,1691,1718,"410050206001"
"G41000500206002","2010","Oregon","41","Clackamas County","005","020600","2",2846.63,2336,2860,2988,"410050206002"
"G41000500206003","2010","Oregon","41","Clackamas County","005","020600","3",2581.37,2568,3092,3108,"410050206003"
"G41000500207001","2010","Oregon","41","Clackamas County","005","020700","1",772.00,772,772,772,"410050207001"
"G41000500207002","2010","Oregon","41","Clackamas County","005","020700","2",2037.00,2037,2037,2051,"410050207002"
"G41000500207003","2010","Oregon","41","Clackamas County","005","020700","3",980.00,980,980,958,"410050207003"
"G41000500208001","2010","Oregon","41","Clackamas County","005","020800","1",1452.16,1448,1579,1331,"410050208001"
"G41000500208002","2010","Oregon","41","Clackamas County","005","020800","2",840.00,840,840,955,"410050208002"
"G41000500208003","2010","Oregon","41","Clackamas County","005","020800","3",1645.00,1645,1645,1703,"410050208003"
"G41000500209001","2010","Oregon","41","Clackamas County","005","020900","1",956.32,951,1057,953,"410050209001"
"G41000500209002","2010","Oregon","41","Clackamas County","005","020900","2",1345.00,1345,1345,1278,"410050209002"
"G41000500209003","2010","Oregon","41","Clackamas County","005","020900","3",1562.00,1562,1562,1568,"410050209003"
"G41000500210001","2010","Oregon","41","Clackamas County","005","021000","1",984.00,984,984,981,"410050210001"
"G41000500210002","2010","Oregon","41","Clackamas County","005","021000","2",2517.47,2517,2524,2386,"410050210002"
"G41000500210003","2010","Oregon","41","Clackamas County","005","021000","3",1127.00,1127,1127,1142,"410050210003"
"G41000500211001","2010","Oregon","41","Clackamas County","005","021100","1",936.00,936,936,963,"410050211001"
"G41000500211002","2010","Oregon","41","Clackamas County","005","021100","2",1400.00,1400,1400,1308,"410050211002"
"G41000500211003","2010","Oregon","41","Clackamas County","005","021100","3",1214.32,1056,1571,1225,"410050211003"
"G41000500211004","2010","Oregon","41","Clackamas County","005","021100","4",2025.68,1669,2184,1928,"410050211004"
"G41000500212001","2010","Oregon","41","Clackamas County","005","021200","1",1650.00,1650,1650,1672,"410050212001"
"G41000500212002","2010","Oregon","41","Clackamas County","005","021200","2",667.00,667,667,695,"410050212002"
"G41000500212003","2010","Oregon","41","Clackamas County","005","021200","3",1520.00,1520,1520,1492,"410050212003"
"G41000500213001","2010","Oregon","41","Clackamas County","005","021300","1",2282.00,2282,2282,2687,"410050213001"
"G41000500213002","2010","Oregon","41","Clackamas County","005","021300","2",2103.00,2103,2103,2108,"410050213002"
"G41000500213003","2010","Oregon","41","Clackamas County","005","021300","3",1064.00,1064,1064,1142,"410050213003"
"G41000500214001","2010","Oregon","41","Clackamas County","005","021400","1",2757.00,2757,2757,2620,"410050214001"
"G41000500214002","2010","Oregon","41","Clackamas County","005","021400","2",1058.00,1058,1058,1137,"410050214002"
"G41000500214003","2010","Oregon","41","Clackamas County","005","021400","3",973.00,973,973,962,"410050214003"
"G41000500215001","2010","Oregon","41","Clackamas County","005","021500","1",1819.35,1601,1894,1897,"410050215001"
"G41000500215002","2010","Oregon","41","Clackamas County","005","021500","2",2489.65,2415,2708,3030,"410050215002"
"G41000500216011","2010","Oregon","41","Clackamas County","005","021601","1",1073.44,1073,1102,1111,"410050216011"
"G41000500216012","2010","Oregon","41","Clackamas County","005","021601","2",2509.00,2509,2509,2497,"410050216012"
"G41000500216013","2010","Oregon","41","Clackamas County","005","021601","3",1327.00,1327,1327,1457,"410050216013"
"G41000500216014","2010","Oregon","41","Clackamas County","005","021601","4",896.45,891,1015,886,"410050216014"
"G41000500216021","2010","Oregon","41","Clackamas County","005","021602","1",1884.00,1884,1884,1953,"410050216021"
"G41000500216022","2010","Oregon","41","Clackamas County","005","021602","2",1096.00,1096,1096,1029,"410050216022"
"G41000500216023","2010","Oregon","41","Clackamas County","005","021602","3",1946.00,1946,1946,1942,"410050216023"
"G41000500217001","2010","Oregon","41","Clackamas County","005","021700","1",2313.00,2313,2313,2323,"410050217001"
"G41000500217002","2010","Oregon","41","Clackamas County","005","021700","2",1582.00,1582,1582,1511,"410050217002"
"G41000500217003","2010","Oregon","41","Clackamas County","005","021700","3",2246.00,2246,2246,2248,"410050217003"
"G41000500218011","2010","Oregon","41","Clackamas County","005","021801","1",1956.00,1956,1956,2062,"410050218011"
"G41000500218012","2010","Oregon","41","Clackamas County","005","021801","2",1466.34,1293,1708,1569,"410050218012"
"G41000500218013","2010","Oregon","41","Clackamas County","005","021801","3",1690.66,1449,1864,1981,"410050218013"
"G41000500218021","2010","Oregon","41","Clackamas County","005","021802","1",1767.00,1767,1767,1775,"410050218021"
"G41000500218022","2010","Oregon","41","Clackamas County","005","021802","2",2292.00,2292,2292,2525,"410050218022"
"G41000500219001","2010","Oregon","41","Clackamas County","005","021900","1",2062.00,2062,2062,2252,"410050219001"
"G41000500219002","2010","Oregon","41","Clackamas County","005","021900","2",1195.00,1195,1195,1263,"410050219002"
"G41000500220001","2010","Oregon","41","Clackamas County","005","022000","1",2168.00,2168,2168,1970,"410050220001"
"G41000500220002","2010","Oregon","41","Clackamas County","005","022000","2",2801.00,2801,2801,2830,"410050220002"
"G41000500220003","2010","Oregon","41","Clackamas County","005","022000","3",1428.00,1428,1428,1612,"410050220003"
"G41000500221011","2010","Oregon","41","Clackamas County","005","022101","1",1944.00,1944,1944,2143,"410050221011"
"G41000500221012","2010","Oregon","41","Clackamas County","005","022101","2",1256.00,1256,1256,1280,"410050221012"
"G41000500221013","2010","Oregon","41","Clackamas County","005","022101","3",1636.00,1636,1636,1563,"410050221013"
"G41000500221014","2010","Oregon","41","Clackamas County","005","022101","4",1733.00,1733,1733,1606,"410050221014"
"G41000500221031","2010","Oregon","41","Clackamas County","005","022103","1",1931.00,1931,1931,2921,"410050221031"
"G41000500221032","2010","Oregon","41","Clackamas County","005","022103","2",2082.00,2082,2082,2906,"410050221032"
"G41000500221051","2010","Oregon","41","Clackamas County","005","022105","1",794.00,794,794,1123,"410050221051"
"G41000500221052","2010","Oregon","41","Clackamas County","005","022105","2",2051.00,2051,2051,2395,"410050221052"
"G41000500221053","2010","Oregon","41","Clackamas County","005","022105","3",2693.00,2693,2693,2536,"410050221053"
"G41000500221071","2010","Oregon","41","Clackamas County","005","022107","1",2351.44,1589,2646,2185,"410050221071"
"G41000500221072","2010","Oregon","41","Clackamas County","005","022107","2",1205.56,911,1968,1500,"410050221072"
"G41000500221081","2010","Oregon","41","Clackamas County","005","022108","1",1009.00,1009,1009,964,"410050221081"
"G41000500221082","2010","Oregon","41","Clackamas County","005","022108","2",1738.00,1738,1738,1934,"410050221082"
"G41000500222011","2010","Oregon","41","Clackamas County","005","022201","1",639.00,639,639,618,"410050222011"
"G41000500222012","2010","Oregon","41","Clackamas County","005","022201","2",1914.00,1914,1914,2318,"410050222012"
"G41000500222013","2010","Oregon","41","Clackamas County","005","022201","3",2034.00,2034,2034,1843,"410050222013"
"G41000500222051","2010","Oregon","41","Clackamas County","005","022205","1",1213.78,379,2297,1559,"410050222051"
"G41000500222052","2010","Oregon","41","Clackamas County","005","022205","2",1388.00,1388,1388,1780,"410050222052"
"G41000500222061","2010","Oregon","41","Clackamas County","005","022206","1",1535.22,994,2366,2079,"410050222061"
"G41000500222062","2010","Oregon","41","Clackamas County","005","022206","2",2155.00,1613,2159,4333,"410050222062"
"G41000500222071","2010","Oregon","41","Clackamas County","005","022207","1",2346.02,2184,2639,3556,"410050222071"
"G41000500222072","2010","Oregon","41","Clackamas County","005","022207","2",1154.98,862,1317,1539,"410050222072"
"G41000500222081","2010","Oregon","41","Clackamas County","005","022208","1",1069.20,1069,1072,3506,"410050222081"
"G41000500222082","2010","Oregon","41","Clackamas County","005","022208","2",1429.00,1429,1429,2556,"410050222082"
"G41000500223011","2010","Oregon","41","Clackamas County","005","022301","1",1259.00,1259,1259,1611,"410050223011"
"G41000500223012","2010","Oregon","41","Clackamas County","005","022301","2",1318.00,1318,1318,1331,"410050223012"
"G41000500223013","2010","Oregon","41","Clackamas County","005","022301","3",864.00,864,864,925,"410050223013"
"G41000500223021","2010","Oregon","41","Clackamas County","005","022302","1",1313.00,1313,1313,1979,"410050223021"
"G41000500223022","2010","Oregon","41","Clackamas County","005","022302","2",1960.00,1960,1960,1842,"410050223022"
"G41000500223023","2010","Oregon","41","Clackamas County","005","022302","3",1109.00,1109,1109,1453,"410050223023"
"G41000500224001","2010","Oregon","41","Clackamas County","005","022400","1",1068.00,1068,1068,1033,"410050224001"
"G41000500224002","2010","Oregon","41","Clackamas County","005","022400","2",985.00,985,985,989,"410050224002"
"G41000500224003","2010","Oregon","41","Clackamas County","005","022400","3",654.00,654,654,611,"410050224003"
"G41000500224004","2010","Oregon","41","Clackamas County","005","022400","4",686.00,686,686,651,"410050224004"
"G41000500224005","2010","Oregon","41","Clackamas County","005","022400","5",731.00,731,731,684,"410050224005"
"G41000500225001","2010","Oregon","41","Clackamas County","005","022500","1",2708.00,2708,2708,2710,"410050225001"
"G41000500225002","2010","Oregon","41","Clackamas County","005","022500","2",1893.00,1893,1893,1880,"410050225002"
"G41000500225003","2010","Oregon","41","Clackamas County","005","022500","3",2446.00,2446,2446,2409,"410050225003"
"G41000500225004","2010","Oregon","41","Clackamas County","005","022500","4",818.00,818,818,757,"410050225004"
"G41000500226021","2010","Oregon","41","Clackamas County","005","022602","1",1452.00,1452,1452,1907,"410050226021"
"G41000500226022","2010","Oregon","41","Clackamas County","005","022602","2",2111.00,2111,2111,2264,"410050226022"
"G41000500226031","2010","Oregon","41","Clackamas County","005","022603","1",2202.39,2202,2203,3239,"410050226031"
"G41000500226051","2010","Oregon","41","Clackamas County","005","022605","1",2125.00,2125,2125,1987,"410050226051"
"G41000500226052","2010","Oregon","41","Clackamas County","005","022605","2",2587.61,2587,2588,2952,"410050226052"
"G41000500226053","2010","Oregon","41","Clackamas County","005","022605","3",1143.00,1143,1143,2424,"410050226053"
"G41000500226061","2010","Oregon","41","Clackamas County","005","022606","1",2733.00,2733,2733,4342,"410050226061"
"G41000500227021","2010","Oregon","41","Clackamas County","005","022702","1",2682.00,2682,2682,2878,"410050227021"
"G41000500227022","2010","Oregon","41","Clackamas County","005","022702","2",1686.00,1686,1686,1627,"410050227022"
"G41000500227023","2010","Oregon","41","Clackamas County","005","022702","3",1004.00,1004,1004,1128,"410050227023"
"G41000500227024","2010","Oregon","41","Clackamas County","005","022702","4",962.01,962,966,1052,"410050227024"
"G41000500227071","2010","Oregon","41","Clackamas County","005","022707","1",721.26,676,774,838,"410050227071"
"G41000500227072","2010","Oregon","41","Clackamas County","005","022707","2",1707.75,1689,1753,2997,"410050227072"
"G41000500227081","2010","Oregon","41","Clackamas County","005","022708","1",1230.00,1230,1230,1262,"410050227081"
"G41000500227082","2010","Oregon","41","Clackamas County","005","022708","2",2508.00,2508,2508,2913,"410050227082"
"G41000500227101","2010","Oregon","41","Clackamas County","005","022710","1",1775.46,1295,2000,2570,"410050227101"
"G41000500228001","2010","Oregon","41","Clackamas County","005","022800","1",904.17,346,980,908,"410050228001"
"G41000500228002","2010","Oregon","41","Clackamas County","005","022800","2",1698.83,1623,2257,1564,"410050228002"
"G41000500228003","2010","Oregon","41","Clackamas County","005","022800","3",810.00,810,810,843,"410050228003"
"G41000500228004","2010","Oregon","41","Clackamas County","005","022800","4",708.00,708,708,662,"410050228004"
"G41000500229011","2010","Oregon","41","Clackamas County","005","022901","1",2174.00,2174,2174,3481,"410050229011"
"G41000500229041","2010","Oregon","41","Clackamas County","005","022904","1",1637.00,1637,1637,1912,"410050229041"
"G41000500229042","2010","Oregon","41","Clackamas County","005","022904","2",1239.00,1239,1239,1699,"410050229042"
"G41000500229051","2010","Oregon","41","Clackamas County","005","022905","1",1073.00,1073,1073,1243,"410050229051"
"G41000500229052","2010","Oregon","41","Clackamas County","005","022905","2",1094.00,1094,1094,1304,"410050229052"
"G41000500229053","2010","Oregon","41","Clackamas County","005","022905","3",1431.00,1431,1431,1545,"410050229053"
"G41000500229061","2010","Oregon","41","Clackamas County","005","022906","1",1388.00,1388,1388,1577,"410050229061"
"G41000500229062","2010","Oregon","41","Clackamas County","005","022906","2",1396.00,1396,1396,1373,"410050229062"
"G41000500229071","2010","Oregon","41","Clackamas County","005","022907","1",2099.00,2099,2099,2292,"410050229071"
"G41000500229072","2010","Oregon","41","Clackamas County","005","022907","2",1605.00,1605,1605,1935,"410050229072"
"G41000500230011","2010","Oregon","41","Clackamas County","005","023001","1",2347.60,1757,2871,2288,"410050230011"
"G41000500230012","2010","Oregon","41","Clackamas County","005","023001","2",1011.40,488,1602,1184,"410050230012"
"G41000500230021","2010","Oregon","41","Clackamas County","005","023002","1",1615.00,1615,1615,1573,"410050230021"
"G41000500230022","2010","Oregon","41","Clackamas County","005","023002","2",2121.00,2121,2121,1997,"410050230022"
"G41000500231001","2010","Oregon","41","Clackamas County","005","023100","1",2324.00,2324,2324,2362,"410050231001"
"G41000500231002","2010","Oregon","41","Clackamas County","005","023100","2",1357.00,1357,1357,1471,"410050231002"
"G41000500231003","2010","Oregon","41","Clackamas County","005","023100","3",2253.00,2253,2253,2294,"410050231003"
"G41000500232011","2010","Oregon","41","Clackamas County","005","023201","1",1879.00,1879,1879,1852,"410050232011"
"G41000500232012","2010","Oregon","41","Clackamas County","005","023201","2",2512.09,2512,2513,2431,"410050232012"
"G41000500232021","2010","Oregon","41","Clackamas County","005","023202","1",1098.00,1098,1098,1078,"410050232021"
"G41000500232022","2010","Oregon","41","Clackamas County","005","023202","2",1628.00,1628,1628,1598,"410050232022"
"G41000500232023","2010","Oregon","41","Clackamas County","005","023202","3",1905.00,1905,1905,3811,"410050232023"
"G41000500233001","2010","Oregon","41","Clackamas County","005","023300","1",1677.00,1677,1677,1752,"410050233001"
"G41000500233002","2010","Oregon","41","Clackamas County","005","023300","2",1475.00,1475,1475,1630,"410050233002"
"G41000500233003","2010","Oregon","41","Clackamas County","005","023300","3",1549.00,1549,1549,1549,"410050233003"
"G41000500234011","2010","Oregon","41","Clackamas County","005","023401","1",1409.00,1409,1409,1407,"410050234011"
"G41000500234012","2010","Oregon","41","Clackamas County","005","023401","2",1994.00,1994,1994,1996,"410050234012"
"G41000500234013","2010","Oregon","41","Clackamas County","005","023401","3",972.00,972,972,1013,"410050234013"
"G41000500234031","2010","Oregon","41","Clackamas County","005","023403","1",2230.00,2230,2230,4931,"410050234031"
"G41000500234041","2010","Oregon","41","Clackamas County","005","023404","1",619.00,619,619,1393,"410050234041"
"G41000500234042","2010","Oregon","41","Clackamas County","005","023404","2",1663.00,1663,1663,1935,"410050234042"
"G41000500234043","2010","Oregon","41","Clackamas County","005","023404","3",1198.00,1198,1198,1265,"410050234043"
"G41000500234044","2010","Oregon","41","Clackamas County","005","023404","4",1062.00,1062,1062,1092,"410050234044"
"G41000500235001","2010","Oregon","41","Clackamas County","005","023500","1",1748.00,1748,1748,1522,"410050235001"
"G41000500235002","2010","Oregon","41","Clackamas County","005","023500","2",1602.00,1602,1602,1500,"410050235002"
"G41000500235003","2010","Oregon","41","Clackamas County","005","023500","3",1036.00,1036,1036,915,"410050235003"
"G41000500235004","2010","Oregon","41","Clackamas County","005","023500","4",828.00,828,828,905,"410050235004"
"G41000500235005","2010","Oregon","41","Clackamas County","005","023500","5",833.00,833,833,943,"410050235005"
"G41000500236001","2010","Oregon","41","Clackamas County","005","023600","1",974.00,974,974,983,"410050236001"
"G41000500236002","2010","Oregon","41","Clackamas County","005","023600","2",1618.00,1618,1618,1582,"410050236002"
"G41000500236003","2010","Oregon","41","Clackamas County","005","023600","3",1241.00,1241,1241,1275,"410050236003"
"G41000500237001","2010","Oregon","41","Clackamas County","005","023700","1",1289.00,1289,1289,1288,"410050237001"
"G41000500237002","2010","Oregon","41","Clackamas County","005","023700","2",601.00,601,601,776,"410050237002"
"G41000500237003","2010","Oregon","41","Clackamas County","005","023700","3",1042.00,1042,1042,1045,"410050237003"
"G41000500237004","2010","Oregon","41","Clackamas County","005","023700","4",1589.00,1589,1589,1528,"410050237004"
"G41000500238001","2010","Oregon","41","Clackamas County","005","023800","1",1055.00,1055,1055,1085,"410050238001"
"G41000500238002","2010","Oregon","41","Clackamas County","005","023800","2",1026.00,1026,1026,928,"410050238002"
"G41000500238003","2010","Oregon","41","Clackamas County","005","023800","3",806.00,806,806,768,"410050238003"
"G41000500238004","2010","Oregon","41","Clackamas County","005","023800","4",2568.00,2568,2568,2437,"410050238004"
"G41000500238005","2010","Oregon","41","Clackamas County","005","023800","5",1190.00,1190,1190,1196,"410050238005"
"G41000500239011","2010","Oregon","41","Clackamas County","005","023901","1",2923.00,2923,2923,5065,"410050239011"
"G41000500239021","2010","Oregon","41","Clackamas County","005","023902","1",1981.00,1981,1981,2165,"410050239021"
"G41000500239022","2010","Oregon","41","Clackamas County","005","023902","2",1427.00,1427,1427,1478,"410050239022"
"G41000500239023","2010","Oregon","41","Clackamas County","005","023902","3",962.00,962,962,1189,"410050239023"
"G41000500240001","2010","Oregon","41","Clackamas County","005","024000","1",1948.00,1948,1948,1963,"410050240001"
"G41000500240002","2010","Oregon","41","Clackamas County","005","024000","2",1189.00,1189,1193,881,"410050240002"
"G41000500241001","2010","Oregon","41","Clackamas County","005","024100","1",1876.00,1876,1876,1948,"410050241001"
"G41000500241002","2010","Oregon","41","Clackamas County","005","024100","2",1728.00,1728,1728,1621,"410050241002"
"G41000500241003","2010","Oregon","41","Clackamas County","005","024100","3",1420.00,1420,1420,1399,"410050241003"
"G41000500242001","2010","Oregon","41","Clackamas County","005","024200","1",1554.00,1554,1554,1479,"410050242001"
"G41000500242002","2010","Oregon","41","Clackamas County","005","024200","2",1940.00,1940,1940,2293,"410050242002"
"G41000500242003","2010","Oregon","41","Clackamas County","005","024200","3",829.86,679,836,858,"410050242003"
"G41000500242004","2010","Oregon","41","Clackamas County","005","024200","4",995.00,974,995,899,"410050242004"
"G41000500243021","2010","Oregon","41","Clackamas County","005","024302","1",1579.00,1579,1579,1756,"410050243021"
"G41000500243022","2010","Oregon","41","Clackamas County","005","024302","2",1798.00,1798,1798,1665,"410050243022"
"G41000500243023","2010","Oregon","41","Clackamas County","005","024302","3",1503.00,1503,1503,1538,"410050243023"
"G41000500243031","2010","Oregon","41","Clackamas County","005","024303","1",1731.85,1267,1732,1739,"410050243031"
"G41000500243032","2010","Oregon","41","Clackamas County","005","024303","2",1249.15,1249,1714,1452,"410050243032"
"G41000500243041","2010","Oregon","41","Clackamas County","005","024304","1",1881.32,1738,2120,1878,"410050243041"
"G41000500243042","2010","Oregon","41","Clackamas County","005","024304","2",713.96,619,848,572,"410050243042"
"G41000500244001","2010","Oregon","41","Clackamas County","005","024400","1",2182.74,756,2689,3537,"410050244001"
"G41000500244002","2010","Oregon","41","Clackamas County","005","024400","2",1424.81,1176,2852,1258,"410050244002"
"G41000500244003","2010","Oregon","41","Clackamas County","005","024400","3",1886.00,1886,1886,1605,"410050244003"
"G41000509800001","2010","Oregon","41","Clackamas County","005","980000","1",332.14,326,507,297,"410059800001"
"G41000709501001","2010","Oregon","41","Clatsop County","007","950100","1",749.00,749,749,688,"410079501001"
"G41000709501002","2010","Oregon","41","Clatsop County","007","950100","2",1070.00,1070,1070,969,"410079501002"
"G41000709501003","2010","Oregon","41","Clatsop County","007","950100","3",1549.00,1549,1549,1469,"410079501003"
"G41000709502001","2010","Oregon","41","Clatsop County","007","950200","1",1301.00,1301,1301,1340,"410079502001"
"G41000709502002","2010","Oregon","41","Clatsop County","007","950200","2",839.00,839,839,821,"410079502002"
"G41000709502003","2010","Oregon","41","Clatsop County","007","950200","3",1066.00,1066,1066,988,"410079502003"
"G41000709502004","2010","Oregon","41","Clatsop County","007","950200","4",525.00,525,525,514,"410079502004"
"G41000709503001","2010","Oregon","41","Clatsop County","007","950300","1",763.00,763,763,805,"410079503001"
"G41000709503002","2010","Oregon","41","Clatsop County","007","950300","2",659.00,659,659,410,"410079503002"
"G41000709503003","2010","Oregon","41","Clatsop County","007","950300","3",1113.00,1113,1113,1159,"410079503003"
"G41000709503004","2010","Oregon","41","Clatsop County","007","950300","4",741.00,741,741,665,"410079503004"
"G41000709504001","2010","Oregon","41","Clatsop County","007","950400","1",979.00,979,979,1051,"410079504001"
"G41000709504002","2010","Oregon","41","Clatsop County","007","950400","2",1649.00,1649,1649,1652,"410079504002"
"G41000709504003","2010","Oregon","41","Clatsop County","007","950400","3",737.00,737,737,789,"410079504003"
"G41000709505001","2010","Oregon","41","Clatsop County","007","950500","1",1073.00,1073,1073,1311,"410079505001"
"G41000709505002","2010","Oregon","41","Clatsop County","007","950500","2",910.00,910,910,1062,"410079505002"
"G41000709505003","2010","Oregon","41","Clatsop County","007","950500","3",1960.00,1960,1960,2328,"410079505003"
"G41000709506001","2010","Oregon","41","Clatsop County","007","950600","1",842.00,842,842,1077,"410079506001"
"G41000709506002","2010","Oregon","41","Clatsop County","007","950600","2",956.00,956,956,935,"410079506002"
"G41000709506003","2010","Oregon","41","Clatsop County","007","950600","3",555.00,555,555,542,"410079506003"
"G41000709507001","2010","Oregon","41","Clatsop County","007","950700","1",741.00,741,741,1095,"410079507001"
"G41000709507002","2010","Oregon","41","Clatsop County","007","950700","2",1003.00,1003,1003,946,"410079507002"
"G41000709509001","2010","Oregon","41","Clatsop County","007","950900","1",677.00,677,677,697,"410079509001"
"G41000709509002","2010","Oregon","41","Clatsop County","007","950900","2",1061.00,1061,1061,1091,"410079509002"
"G41000709509003","2010","Oregon","41","Clatsop County","007","950900","3",865.00,865,865,841,"410079509003"
"G41000709509004","2010","Oregon","41","Clatsop County","007","950900","4",552.00,552,552,571,"410079509004"
"G41000709509005","2010","Oregon","41","Clatsop County","007","950900","5",720.00,720,720,715,"410079509005"
"G41000709509006","2010","Oregon","41","Clatsop County","007","950900","6",586.00,586,586,578,"410079509006"
"G41000709511001","2010","Oregon","41","Clatsop County","007","951100","1",1708.00,1708,1708,1940,"410079511001"
"G41000709511002","2010","Oregon","41","Clatsop County","007","951100","2",845.00,845,845,897,"410079511002"
"G41000709511003","2010","Oregon","41","Clatsop County","007","951100","3",1028.00,1028,1028,1158,"410079511003"
"G41000709511004","2010","Oregon","41","Clatsop County","007","951100","4",609.89,591,610,577,"410079511004"
"G41000709512001","2010","Oregon","41","Clatsop County","007","951200","1",992.00,992,992,879,"410079512001"
"G41000709512002","2010","Oregon","41","Clatsop County","007","951200","2",1034.00,1034,1034,1114,"410079512002"
"G41000709512003","2010","Oregon","41","Clatsop County","007","951200","3",947.00,947,947,1042,"410079512003"
"G41000709513001","2010","Oregon","41","Clatsop County","007","951300","1",1458.00,1458,1458,1475,"410079513001"
"G41000709513002","2010","Oregon","41","Clatsop County","007","951300","2",767.00,767,767,848,"410079513002"
"G41000709900000","2010","Oregon","41","Clatsop County","007","990000","0",0.00,0,0,0,"410079900000"
"G41000909702001","2010","Oregon","41","Columbia County","009","970200","1",1180.00,1180,1180,1141,"410099702001"
"G41000909702002","2010","Oregon","41","Columbia County","009","970200","2",1076.00,1076,1076,1122,"410099702002"
"G41000909702003","2010","Oregon","41","Columbia County","009","970200","3",1311.00,1311,1311,1316,"410099702003"
"G41000909702004","2010","Oregon","41","Columbia County","009","970200","4",1141.00,1141,1141,1138,"410099702004"
"G41000909702005","2010","Oregon","41","Columbia County","009","970200","5",1287.00,1287,1287,1437,"410099702005"
"G41000909703001","2010","Oregon","41","Columbia County","009","970300","1",868.00,868,868,994,"410099703001"
"G41000909703002","2010","Oregon","41","Columbia County","009","970300","2",844.00,844,844,907,"410099703002"
"G41000909703003","2010","Oregon","41","Columbia County","009","970300","3",895.00,895,895,905,"410099703003"
"G41000909703004","2010","Oregon","41","Columbia County","009","970300","4",741.00,741,741,773,"410099703004"
"G41000909703005","2010","Oregon","41","Columbia County","009","970300","5",692.00,692,692,678,"410099703005"
